gvkey,datadate,fyear,tic,at,capx,ceq,dltt,dp,dt,ebit,revt,setp,txpd,wcap,xintd,mkvalt,sic
1173,1/31/2005,2004,AIM,18.463,0.629,10.484,2.794,0.654,3.037,0.071,30.721,0.197,0.302,9.121,,20.7813,3812
1173,1/31/2006,2005,AIM,20.212,0.455,13.079,2.564,0.665,2.794,2.308,34.763,,0,11.609,,27.489,3812
1173,1/31/2007,2006,AIM,17.735,0.378,11.266,2.334,0.632,2.564,1.11,31.253,,0,9.688,,25.0467,3812
1173,1/31/2008,2007,AIM,21.38,0.693,7.794,0,0.712,5.814,-3.862,25.41,,0.05,2.43,,17.885,3812
1173,1/31/2009,2008,AIM,17.761,0.118,2.807,0,0.618,5.475,-5.582,20.451,0.944,0,-0.945,,3.077,3812
1173,1/31/2010,2009,AIM,21.476,1.991,7.72,0,0.49,5.768,4.405,31.136,0.55,0,2.326,,14.7001,3812
1173,1/31/2011,2010,AIM,23.678,0.908,8.835,4.985,0.502,6.24,1.871,29.618,0.235,0.067,8.496,,13.3839,3812
1173,1/31/2012,2011,AIM,23.035,1.068,9.415,4.278,0.541,5.031,1.341,29.607,,0,8.246,,12.7426,3812
1173,1/31/2013,2012,AIM,23.324,0.78,12.04,4.414,0.545,5.177,1.778,31.021,,0.053,9.084,,15.4674,3812
1177,12/31/2004,2004,AET,42133.7,,9081.4,1609.7,182.2,,,19942.6,,,,,18276.2493,6324
1177,12/31/2004,2004,AET,42133.7,190.3,9081.4,1609.7,182.2,1609.7,2048.6,19904.1,,-331,12504.9,,18276.2493,6324
1177,12/31/2005,2005,AET,44364.6,,10104.9,1155.7,204.4,,,22530.1,,,,,26713.3075,6324
1177,12/31/2005,2005,AET,44364.6,271.6,10104.9,1155.7,204.4,1605.7,2603.5,22491.9,,247,10617.9,,26713.3075,6324
1177,12/31/2006,2006,AET,47626.4,,9145.1,2442.3,270.4,,,25180.7,,,,,22280.88,6324
1177,12/31/2006,2006,AET,47626.4,290.5,9145.1,2442.3,270.4,2442.3,2712.6,25145.7,-72.4,732,11200.8,,22280.88,6324
1177,12/31/2007,2007,AET,50724.7,,10038.4,3138.5,321.5,,,27639,,,,,28651.399,6324
1177,12/31/2007,2007,AET,50724.7,400.4,10038.4,3138.5,321.5,3138.5,2912.7,27599.6,,783.2,-2386.3,,28651.399,6324
1177,12/31/2008,2008,AET,35852.5,,8186.4,3638.3,378.3,,,30984.6,,,,,13004.55,6324
1177,12/31/2008,2008,AET,35852.5,446.6,8186.4,3638.3,378.3,3638.3,2483.7,30950.7,,906,-2636.4,,13004.55,6324
1177,12/31/2009,2009,AET,38550.4,,9503.8,3639.5,416,,,34762.5,,,,,13656.36,6324
1177,12/31/2009,2009,AET,38550.4,362,9503.8,3639.5,416,3639.5,2169.9,34733.9,68.4,634,-1637.3,,13656.36,6324
1177,12/31/2010,2010,AET,37739.4,,9890.8,3482.6,444.4,,,34276.7,,,,,11728.044,6324
1177,12/31/2010,2010,AET,37739.4,288.7,9890.8,3482.6,444.4,4382.5,2856.1,34246,156.3,674,-1742.7,,11728.044,6324
1177,12/31/2011,2011,AET,38593.1,,10120.2,3977.7,447.2,,,33810.8,,,,,14753.843,6324
1177,12/31/2011,2011,AET,38593.1,372,10120.2,3977.7,447.2,3977.7,3461.7,33779.8,,899,-2632.2,,14753.843,6324
1177,12/31/2012,2012,AET,41494.5,,10405.8,6481.3,449.9,,,36630.5,,,,,15171.156,6324
1177,12/31/2012,2012,AET,41494.5,338.2,10405.8,6481.3,449.9,6481.3,3034.3,36595.9,-120,741,-243.2,,15171.156,6324
1177,12/31/2013,2013,AET,49871.8,,14025.5,7865.3,569.1,,,47322.6,,,,,,6324
1177,12/31/2013,2013,AET,49871.8,479.1,14025.5,7865.3,569.1,8252.6,3505.9,47284.9,49.4,891,-2884,,,6324
1177,12/31/2014,2014,AET,53402.1,,14482.6,7852,629,,,58042.7,,,,,31072.734,6324
1177,12/31/2014,2014,AET,53402.1,369.6,14482.6,7852,629,8081.3,4219.7,58003.2,103,1600,-3592.5,,31072.734,6324
1279,12/31/2004,2004,AYE,9045.14,265.618,1353.816,4564.552,299.425,,506.104,2756.121,,5.173,299.426,,2707.7795,4911
1279,12/31/2005,2005,AYE,8558.812,306.461,1695.295,3640.91,308.141,,566.047,3037.887,,3.215,-112.636,,5157.4625,4911
1279,12/31/2006,2006,AYE,8552.446,447.325,2080.395,3409.993,273.134,,732.32,3121.489,,3.204,88.643,,7591.7235,4911
1279,12/31/2007,2007,AYE,9906.589,848.397,2535.352,3982.712,277.014,,817.288,3307.02,54.7,-0.677,527.456,,10637.1186,4911
1279,12/31/2008,2008,AYE,10811.048,994.073,2850.748,4155.432,273.912,,809.505,3385.916,,10.751,492.222,,5734.665,4911
1279,12/31/2009,2009,AYE,11589.1,1166.2,3113.2,4417,282.1,,919.8,3426.8,,41.3,359.7,,3981.5036,4911
1279,12/31/2010,2010,AYE,12075.8,950.5,3441.7,4686,323.5,,926.8,3902.9,,490.2,724.7,,4120.1455,4911
1393,3/31/2005,2004,UHAL,3103.622,284.966,572.839,852.651,121.103,857.482,166.996,2008.121,51.341,30,,,985.4955,7510
1393,3/31/2006,2005,UHAL,3367.218,344.382,695.604,1010.314,142.817,1041.866,305.381,2106.626,,43.3,,,2106.5765,7510
1393,3/31/2007,2006,UHAL,3523.048,648.344,718.098,1162.277,186.106,1256.052,239.031,2085.597,,74.8,,,1438.0145,7510
1393,3/31/2008,2007,UHAL,3832.487,570.21,758.431,1395.924,227.798,1504.677,197.806,2049.174,,10.1,,,1120.7909,7510
1393,3/31/2009,2008,UHAL,3825.073,396.69,717.629,1413.225,248.569,1546.49,137.692,1992.266,,2,,,657.4562,7510
1393,3/31/2010,2009,UHAL,3762.454,259.491,812.911,1235.934,229.589,1347.635,191.577,2002.005,,6.844,,,1064.5183,7510
1393,3/31/2011,2010,UHAL,4176.154,480.418,993.02,1249.983,212.324,1397.842,354.637,2241.275,,14.265,,,1901.976,7510
1393,3/31/2012,2011,UHAL,4654.051,589.799,1035.82,1303.262,229.789,1486.211,395.119,2502.675,,10.739,,,2068.8401,7510
1393,3/31/2013,2012,UHAL,5306.601,655.984,1229.259,1434.901,260.492,1661.845,476.687,2558.587,,144.682,,,3402.7723,7510
1393,3/31/2014,2013,UHAL,5998.978,999.365,1527.368,1778.797,293.169,1942.359,596.657,2835.252,,138.384,,,4551.409,7510
1393,3/31/2015,2014,UHAL,6872.175,1111.899,1884.359,1930.059,352.796,2190.869,649.093,3074.531,-60.7,195.072,,,6478.4832,7510
1487,12/31/2004,2004,AIG,798660,,80607,70843,1879,,,98744,,,,,,6331
1487,12/31/2004,2004,AIG,801145,5810,79673,62646,2035,87206,18440,96831,,3060,,,,6331
1487,12/31/2005,2005,AIG,853370,,86317,65831,2200,,,108972,,,,,,6331
1487,12/31/2005,2005,AIG,853370,8211,86317,67787,2200,99291,21918,108340,-1600,2593,,,,6331
1487,12/31/2006,2006,AIG,979414,,101677,113244,2374,,,114255,,,,,,6331
1487,12/31/2006,2006,AIG,979414,7106,101677,100980,2374,135650,28932,113489,,4693,,,,6331
1487,12/31/2007,2007,AIG,1060505,,95801,119044,3003,,,111136,,,,,,6331
1487,12/31/2007,2007,AIG,1060505,5642,95801,119044,3003,162935,18959,110250,,5163,,2726,,6331
1487,12/31/2008,2008,AIG,860418,,52690,155904,3318,,,12111,,,,,,6331
1487,12/31/2008,2008,AIG,860418,4817,52690,152273,3318,173854,-80053,8062,,617,,,,6331
1487,12/31/2009,2009,AIG,847585,,23040,111766,2386,,,96997,,,,,,6331
1487,12/31/2009,2009,AIG,847585,12101,23040,111766,2386,131198,6327,97260,,226,,,,6331
1487,12/31/2010,2010,AIG,683443,,36336,89738,2042,,,77464,,,,,,6331
1487,12/31/2010,2010,AIG,683443,8117,36336,89738,2042,100061,9690,76791,,1002,,,,6331
1487,12/31/2011,2011,AIG,555773,,104951,68287,1663,,,64520,,,,,44006.2472,6331
1487,12/31/2011,2011,AIG,555773,6675,104951,68287,1663,75253,5828,64353,226,716,,,44006.2472,6331
1487,12/31/2012,2012,AIG,548633,,98002,45311,,,,66260,,,,,,6331
1487,12/31/2012,2012,AIG,548633,0,98002,45311,5307,48500,11933,65890,210,447,,,,6331
1487,12/31/2013,2013,AIG,541329,,100470,38363,,,,68026,,,,,,6331
1487,12/31/2013,2013,AIG,541329,0,100470,38363,4713,41693,11171,67375,752,796,,,,6331
1487,12/31/2014,2014,AIG,515581,,106898,29199,,,,64116,,,,,77065.6713,6331
1487,12/31/2014,2014,AIG,515581,0,106898,29199,4448,31217,10902,63004,804,737,,,77065.6713,6331
1690,9/30/2004,2004,AAPL,8050,176,5076,0,149.5,0,349,8279,,-7,4375,,15168.455,3663
1690,9/30/2005,2005,AAPL,11551,260,7466,0,165.7,0,1650,13931,,17,6816,0,44765.3686,3663
1690,9/30/2006,2006,AAPL,17205,657,9984,0,209.8,0,2453,19315,,194,8038,0,65838.1457,3663
1690,9/30/2007,2007,AAPL,25347,735,14532,0,297,0,4409,24006,,863,12657,0,133876.3316,3663
1690,9/30/2008,2008,AAPL,39572,1091,21030,0,436,0,6275,32479,,1267,20598,0,100967.1332,3663
1690,9/30/2009,2009,AAPL,47501,1144,31640,0,684,0,11740,42905,,2997,20049,0,166779.0421,3663
1690,9/30/2010,2010,AAPL,75183,2005,47791,0,932,0,18385,65225,,2697,20956,0,259906.4875,3663
1690,9/30/2011,2011,AAPL,116371,4260,76615,0,1822,0,33790,108249,,3338,17018,0,354351.9056,3663
1690,9/30/2012,2012,AAPL,176064,8295,118210,0,3205,0,55241,156508,,7682,19111,0,626550.3528,3663
1690,9/30/2013,2013,AAPL,207000,8165,123549,16960,6757,16960,48999,170910,,9128,29628,136,428699.7978,3663
1690,9/30/2014,2014,AAPL,231839,9571,111547,28987,7946,28987,52503,182795,,10026,5083,381,591015.7208,3663
1974,12/31/2004,2004,BKR,211.744,4.807,86.532,0.155,4.604,0.225,21.428,550.751,,2.557,60.133,,166.9724,8711
1974,12/31/2005,2005,BKR,225.461,7.078,79.824,0.912,5.093,1.726,17.782,579.278,-0.9,0.864,49.264,,216.894,8711
1974,12/31/2006,2006,BKR,266.123,3.763,95.12,11.721,5.97,12.654,18.513,651.012,,12.225,68.726,,197.0097,8711
1974,12/31/2007,2007,BKR,276.35,1.56,115.057,0.355,5.739,0.85,31.375,726.965,,14.49,84.629,,362.091,8711
1974,12/31/2008,2008,BKR,292.062,5.285,142.644,0.368,5.65,0.724,46.74,697.495,-0.6,21.098,114.209,,326.8381,8711
1974,12/31/2009,2009,BKR,278.844,5.421,173.433,0.161,5.592,0.349,29.558,445.177,1,18.925,154.357,,368.7498,8711
1974,12/31/2010,2010,BKR,321.065,6.213,195.815,0,9.501,0.161,24.089,499.353,,14.241,123.974,,286.8353,8711
1974,12/31/2011,2011,BKR,379.874,3.197,219.912,0,14.184,0,26.398,538.424,,20.971,113.736,,187.5893,8711
1974,12/31/2012,2012,BKR,373.409,3.727,224.6,0,17.246,0,7.818,593.397,,4.689,126.979,0,240.7989,8711
2002,12/31/2004,2004,BPOP,44401.576,,2917.746,8250.52,82.114,,,2825.036,,,,344.978,7685.5591,6020
2002,12/31/2004,2004,BPOP,44401.576,146.472,2917.746,8250.52,82.114,,953.849,2825.036,,,,,7685.5591,6020
2002,12/31/2005,2005,BPOP,48623.668,,3262.372,6869.591,91.526,,,3451.134,,,,461.636,5836.4483,6020
2002,12/31/2005,2005,BPOP,48623.668,159.166,3262.372,6869.591,91.526,,1067.333,3451.134,,,,,5836.4483,6020
2002,12/31/2006,2006,BPOP,47403.987,,3433.431,5900.955,149.823,,,3873.926,,,,537.477,5003.4189,6020
2002,12/31/2006,2006,BPOP,47403.987,104.593,3433.431,5900.955,149.823,,878.522,3873.926,,,,,5003.4189,6020
2002,12/31/2007,2007,BPOP,44411.437,,3395.007,4557.657,150.118,,,3822.487,,,,464.816,2968.3074,6020
2002,12/31/2007,2007,BPOP,44411.437,104.866,3395.007,4557.657,150.118,,533.456,3822.487,,160.271,,,2968.3074,6020
2002,12/31/2008,2008,BPOP,38882.769,,1784.839,3869.937,136.771,,,3104.097,,,,126.727,1455.1458,6020
2002,12/31/2008,2008,BPOP,38882.769,146.14,1784.839,3869.937,136.771,,140.624,3104.097,,81.115,,,1455.1458,6020
2002,12/31/2009,2009,BPOP,34736.325,,2488.657,3415.111,106.893,,,2751.498,,,,183.125,1445.3604,6020
2002,12/31/2009,2009,BPOP,34736.325,69.64,2488.657,3415.111,106.893,,-260.774,2751.498,,23.622,,,1445.3604,6020
2002,12/31/2010,2010,BPOP,38722.962,,3750.371,2657.828,68.034,,,2595.637,,,,242.222,3211.3659,6020
2002,12/31/2010,2010,BPOP,38722.962,66.855,3750.371,2657.828,68.034,,146.09,2595.637,-7.5,41.052,,,3211.3659,6020
2002,12/31/2011,2011,BPOP,37348.432,,3868.593,2709.46,56.1,,,2497.778,,,,180.764,1426.008,6020
2002,12/31/2011,2011,BPOP,37348.432,50.043,3868.593,2709.46,56.1,,760.92,2497.778,,171.818,,,1426.008,6020
2002,12/31/2012,2012,BPOP,36507.535,,4059.84,2420.642,56.808,,,2218.047,,,,148.192,2144.9043,6020
2002,12/31/2012,2012,BPOP,36507.535,54.899,4059.84,2420.642,56.808,,761.768,2218.047,,189.468,,,2144.9043,6020
2002,12/31/2013,2013,BPOP,35749.333,,4575.99,2172.418,58.045,,,2128.709,,,,140.079,2970.6245,6020
2002,12/31/2013,2013,BPOP,35749.333,38.573,4575.99,2172.418,58.045,,543.544,2128.709,,51.047,,,2970.6245,6020
2002,12/31/2014,2014,BPOP,33096.695,,4217.222,1499.949,56.571,,,2020.058,,,,516.008,3523.3919,6020
2002,12/31/2014,2014,BPOP,33096.695,51.046,4217.222,1499.949,56.571,,450.579,2020.058,,54.52,,,3523.3919,6020
2055,12/31/2004,2004,ABX,6274,824,3563,1655,452,1686,197,1932,,45,1539,60,12933.48,1040
2055,12/31/2005,2005,ABX,6862,1104,3850,1721,427,1801,497,2350,,80,1188,125,14994.06,1040
2055,12/31/2006,2006,ABX,21373,1087,14199,3244,735,3957,1644,5636,,280,2944,216,26524.8,1040
2055,12/31/2007,2007,ABX,21951,1046,15256,3153,1054,3255,1456,6332,,,2992,224,36578.7484,1040
2055,12/31/2008,2008,ABX,24161,1776,15277,4350,1033,4443,2109,7913,,,2268,232,32090.613,1040
2055,12/31/2009,2009,ABX,27075,2351,15063,6281,1073,6335,2331,8136,,,3165,315,38762.8366,1040
2055,12/31/2010,2010,ABX,33322,3323,19065,6678,1196,6692,4687,10924,,,4624,389,53100.23,1040
2055,12/31/2011,2011,ABX,48884,4973,23363,13173,1471,13369,6824,14312,,1968,3634,507,45269.1408,1040
2055,12/31/2012,2012,ABX,47282,6369,21845,12095,1776,13943,432,14547,,1459,1448,637,35048.7911,1040
2055,12/31/2013,2013,ABX,37448,5501,13533,12901,1800,13080,-4617,12511,,1109,3328,730,20532.8148,1040
2055,12/31/2014,2014,ABX,33879,2432,10247,12748,1806,13081,-106,10248,,515,3590,693,12520.2025,1040
2345,9/30/2004,2004,WEDC,124.9,2.299,107.215,0,4.416,0,7.14,108.962,-0.25,0.167,73.679,0,118.783,3674
2345,9/30/2005,2005,WEDC,121.268,3.509,104.22,0,4.067,0,8.989,117.031,,1.653,81.841,0,124.6185,3674
2345,9/30/2006,2006,WEDC,130.508,4.06,110.18,0,4.16,0,7.18,108.928,,4.649,89.576,0,121.1736,3674
2345,9/30/2007,2007,WEDC,123.764,2.787,106.134,0,3.885,0,2.33,104.237,,1.018,86.91,0,120.1331,3674
2345,9/30/2008,2008,WEDC,111.658,2.98,98.838,0,2.498,0,4.829,56.355,,3.081,84.997,0,112.925,3674
2345,9/30/2009,2009,WEDC,111.597,4.151,101.89,0,2.775,0,4.473,62.559,,0.019,87.675,0,106.2646,3674
2403,12/31/2004,2004,BMY,30435,676,10202,8463,819,8589,4541,19380,-507,822,4958,,49882.14,2834
2403,12/31/2005,2005,BMY,28138,738,11208,8364,929,8364,4015,19207,-269,1556,5393,,44971.86,2834
2403,12/31/2006,2006,BMY,25575,785,9991,7248,927,7248,2680,17914,-326,741,3806,,51771.44,2834
2403,12/31/2007,2007,BMY,26172,843,10562,4381,892,4381,3533,19348,-18,994,1704,,52483.08,2834
2403,12/31/2008,2008,BMY,29552,941,12241,6585,812,6612,4424,20597,-13,636,8053,,46011.75,2834
2403,12/31/2009,2009,BMY,31008,730,14843,6130,647,6278,5266,18808,-132,885,7645,,43278.5,2834
2403,12/31/2010,2010,BMY,31076,424,15713,5328,744,5345,6136,19484,2,672,6534,,45121.92,2834
2403,12/31/2011,2011,BMY,32970,367,15956,5376,801,5376,6779,21244,-6,597,7538,,59555.6,2834
2403,12/31/2012,2012,BMY,35897,548,13623,6568,989,7232,4491,17621,45,676,1242,,53382.42,2834
2403,12/31/2013,2013,BMY,38592,537,15154,7981,1311,8008,3148,16385,23,478,6476,,87644.35,2834
2403,12/31/2014,2014,BMY,33749,526,14852,7242,829,7242,3190,15879,-27,544,6147,,98048.83,2834
2547,12/31/2004,2004,CI,81059,,5203,1438,230,,,18225,,,,107,,6324
2547,12/31/2004,2004,CI,81059,38,5203,1438,230,1438,2268,17877,,687,,,,6324
2547,12/31/2005,2005,CI,44863,,5360,1338,221,,,16732,,,,105,13537.0347,6324
2547,12/31/2005,2005,CI,44863,61,5360,1338,221,1438,1556,16362,83,135,,,13537.0347,6324
2547,12/31/2006,2006,CI,42399,,4330,1294,208,,,16528,,,,104,,6324
2547,12/31/2006,2006,CI,42399,136,4330,1294,208,1670,1910,16547,-38,105,,,,6324
2547,12/31/2007,2007,CI,40065,,4748,1790,194,,,17667,,,,122,15022.2632,6324
2547,12/31/2007,2007,CI,40065,180,4748,1790,194,1793,1753,17623,,455,,122,15022.2632,6324
2547,12/31/2008,2008,CI,41406,,3592,2090,244,,,19130,,,,146,,6324
2547,12/31/2008,2008,CI,41406,257,3592,2090,244,2092,696,19101,-117,366,,,,6324
2547,12/31/2009,2009,CI,43013,,5417,2436,268,,,18449,,,,166,,6324
2547,12/31/2009,2009,CI,43013,307,5417,2436,268,2440,2071,18414,,220,,,,6324
2547,12/31/2010,2010,CI,45682,,6645,2288,292,,,21273,,,,182,,6324
2547,12/31/2010,2010,CI,45682,300,6645,2288,292,2740,2124,21235,,326,,,,6324
2547,12/31/2011,2011,CI,51047,,8344,4990,345,,,22035,,,,202,11992.386,6324
2547,12/31/2011,2011,CI,51047,422,8344,4990,345,4994,2209,21998,,633,,,11992.386,6324
2547,12/31/2012,2012,CI,53734,,9769,4986,560,,,29159,,,,268,15280.4183,6324
2547,12/31/2012,2012,CI,53734,408,9769,4986,560,4987,2999,29119,-124,655,,,15280.4183,6324
2547,12/31/2013,2013,CI,54336,,10567,5014,597,,,32416,,,,270,,6324
2547,12/31/2013,2013,CI,54336,527,10567,5014,597,5055,3401,32380,,519,,,,6324
2547,12/31/2014,2014,CI,55896,,10774,5005,588,,,34954,,,,265,,6324
2547,12/31/2014,2014,CI,55896,473,10774,5005,588,5052,3569,34914,,1085,,,,6324
2589,12/31/2004,2004,HTRN,474.273,9.909,217.227,110.304,7.946,150.058,43.665,193.076,,-1.809,17.761,,352.8841,8093
2589,12/31/2005,2005,HTRN,482.732,12.7,241.482,129.213,13.304,140.383,76.391,267.694,,0.407,72.996,,266.7326,8093
2589,12/31/2006,2006,HTRN,346.733,11.902,255.517,5.673,11.275,11.337,43.259,142.891,,0.475,41.702,,235.9846,8093
2589,12/31/2007,2007,HTRN,336.056,9.469,242.418,4.194,11.107,8.526,48.712,140.418,,0.538,56.522,,163.2204,8093
2589,12/31/2008,2008,HTRN,234.386,11.779,119.372,43.897,12.363,46.387,60.236,165.942,0.941,1.324,45.415,,84.6405,8093
2589,12/31/2009,2009,HTRN,249.119,11.702,130.39,45.963,14.544,48.519,64.729,185.33,,1.396,37.638,,120.3418,8093
2960,12/31/2004,2004,CHE,825.566,18.29,332.092,279.51,18.01,291.695,62.874,735.341,-3.135,-13.131,28.439,,839.4119,8082
2960,12/31/2005,2005,CHE,835.085,25.956,384.175,234.058,20.617,235.103,94.325,926.477,-17.35,9.923,35.355,,1290.6864,8082
2960,12/31/2006,2006,CHE,793.287,21.987,421.361,150.331,20.775,150.54,105.251,1018.587,-0.273,3.823,-3.951,,955.0455,8082
2960,12/31/2007,2007,CHE,772.313,26.64,364.349,214.669,24.118,224.831,123.544,1100.058,-1.927,24.345,-13.427,,1338.9966,8082
2960,12/31/2008,2008,CHE,760.924,26.094,371.592,199.656,25.581,209.825,136.153,1148.941,-0.597,50.535,-17.789,,891.4446,8082
2960,12/31/2009,2009,CHE,819.47,21.496,477.162,152.127,25.535,152.127,131.802,1190.236,-0.257,40.872,62.174,,1084.8895,8082
2960,12/31/2010,2010,CHE,830.161,25.639,462.049,159.208,26.486,159.208,146.711,1280.545,-2.865,49.532,47.455,,1351.4293,8082
2960,12/31/2011,2011,CHE,795.905,29.592,413.684,166.784,26.747,166.784,157.335,1355.97,-3.487,44.343,5.353,,975.909,8082
2960,12/31/2012,2012,CHE,859.626,35.252,453.291,174.89,27.509,174.89,160.703,1430.043,-1.016,53.436,40.849,,1271.1099,8082
2960,12/31/2013,2013,CHE,893.701,29.324,448.89,0,29.298,183.564,163.36,1413.329,-27.646,55.827,-139.33,,1347.3627,8082
2960,12/31/2014,2014,CHE,859.932,43.571,451.356,141.25,30.601,147.5,171.031,1456.282,-0.447,44.921,-0.99,,1784.7663,8082
2968,12/31/2004,2004,JPM,1157248,,105314,89885,3835,,,56931,,,,2944,138727.0109,6020
2968,12/31/2004,2004,JPM,1157248,0,105314,89885,3835,,20128,56931,-3700,1477,,,138727.0109,6020
2968,12/31/2005,2005,JPM,1198942,,107072,103563,4318,,,79902,,,,5532,138386.6864,6020
2968,12/31/2005,2005,JPM,1198942,0,107072,103563,4318,,26178,79902,-2564,4758,,,138386.6864,6020
2968,12/31/2006,2006,JPM,1351520,,115790,117358,3577,,,99302,,,,5503,167199.3372,6020
2968,12/31/2006,2006,JPM,1351520,0,115790,117358,3577,,31064,99302,,5563,,,167199.3372,6020
2968,12/31/2007,2007,JPM,1562147,,123221,169182,3821,,,116353,,,,6606,146986.268,6020
2968,12/31/2007,2007,JPM,1562147,0,123221,169182,3821,,35390,116353,,7472,,,146986.268,6020
2968,12/31/2008,2008,JPM,2175052,,134945,234657,4406,,,101491,,,,8355,117695.2155,6020
2968,12/31/2008,2008,JPM,2175052,0,134945,234657,4406,,16083,101491,,2280,,,117695.2155,6020
2968,12/31/2009,2009,JPM,2031989,,157213,229243,3833,,,115632,,,,6309,164261.4315,6020
2968,12/31/2009,2009,JPM,2031989,0,157213,229243,3833,,33992,115632,,5434,,,164261.4315,6020
2968,12/31/2010,2010,JPM,2117605,,168306,201791,4965,,,115475,,,,5504,165874.6715,6020
2968,12/31/2010,2010,JPM,2117605,0,168306,201791,4965,,49285,115475,,9747,,,165874.6715,6020
2968,12/31/2011,2011,JPM,2265792,,175773,201642,5105,,,110838,,,,6109,125441.9758,6020
2968,12/31/2011,2011,JPM,2265792,0,175773,201642,5105,,51623,110838,,8153,,,125441.9758,6020
2968,12/31/2012,2012,JPM,2359141,,195011,244324,5147,,,107084,,,,6062,167256.3459,6020
2968,12/31/2012,2012,JPM,2359141,0,195011,244324,5147,,52889,107084,1100,2050,,,167256.3459,6020
2968,12/31/2013,2013,JPM,2415689,,200020,250449,5306,,,105790,,,,5007,219657.1958,6020
2968,12/31/2013,2013,JPM,2415689,0,200020,250449,5306,,56079,105790,-11125,3502,,,219657.1958,6020
2968,12/31/2014,2014,JPM,2573126,,212002,268676,4759,,,102102,,,,4409,232471.4956,6020
2968,12/31/2014,2014,JPM,2573126,0,212002,268676,4759,,52238,102102,-2907,1392,,,232471.4956,6020
3144,12/31/2004,2004,KO,31327,755,15935,1157,755,2647,6178,21962,75,1500,1123,,100324.876,2086
3144,12/31/2005,2005,KO,29427,899,16355,1154,798,1182,6123,23104,47,1676,414,,95494.39,2086
3144,12/31/2006,2006,KO,29963,1407,16920,1314,802,1347,6597,24088,,1601,-449,,111843.5,2086
3144,12/31/2007,2007,KO,43269,1648,21744,3277,1012,3410,7520,28857,,1596,-1120,,142255.66,2086
3144,12/31/2008,2008,KO,40519,1968,20472,2781,1066,3246,8796,31944,,1942,-812,,104664.24,2086
3144,12/31/2009,2009,KO,48671,1993,24799,5059,1086,5110,8544,30990,,1534,3830,,131271,2086
3144,12/31/2010,2010,KO,72921,2215,31003,14041,1306,15317,9587,35119,,1766,3071,,150744.84,2086
3144,12/31/2011,2011,KO,79974,2920,31635,13656,1864,15697,10929,46565,,1612,1214,,158342.11,2086
3144,12/31/2012,2012,KO,86174,2780,32790,14736,1896,16313,11224,48017,,981,2507,,162001.25,2086
3144,12/31/2013,2013,KO,90055,2550,33173,19154,1908,20178,11128,46854,,2162,3493,,181846.62,2086
3144,12/31/2014,2014,KO,92023,2406,30320,19063,1904,22615,10559,45998,,1926,612,,184332.52,2086
3231,12/31/2004,2004,CMA,51766,,5105,4001,,,,3050,,,,108,10402.4455,6020
3231,12/31/2004,2004,CMA,51766,95,5105,4001,,,1494,3087,,186,,,10402.4455,6020
3231,12/31/2005,2005,CMA,53013,,5068,3761,,,,3575,,,,170,9246.204,6020
3231,12/31/2005,2005,CMA,53013,132,5068,3761,,,1708,3612,,340,,,9246.204,6020
3231,12/31/2006,2006,CMA,58001,,5153,5089,,,,4204,,,,304,9246.4423,6020
3231,12/31/2006,2006,CMA,58001,163,5153,5089,,,1579,4242,47,299,,,9246.4423,6020
3231,12/31/2007,2007,CMA,62331,,5117,7468,,,,4575,,,,455,6528.9776,6020
3231,12/31/2007,2007,CMA,62331,189,5117,7468,,,1441,4615,-13,402,,,6528.9776,6020
3231,12/31/2008,2008,CMA,67548,,5023,11378,,,,3904,,,,415,2987.2265,6020
3231,12/31/2008,2008,CMA,67548,166,5023,11378,,,829,3944,13,241,,,2987.2265,6020
3231,12/31/2009,2009,CMA,59249,,4878,8310,,,,3086,,,,164,4470.363,6020
3231,12/31/2009,2009,CMA,59249,74,4878,8310,,,386,3127,,251,,,4470.363,6020
3231,12/31/2010,2010,CMA,53667,,5793,4773,,,,2603,,,,91,7456.8384,6020
3231,12/31/2010,2010,CMA,53667,92,5793,4773,,,811,2642,,108,,,7456.8384,6020
3231,12/31/2011,2011,CMA,61008,,6868,4777,,,,2561,,,,66,5091.2172,6020
3231,12/31/2011,2011,CMA,61008,121,6868,4777,,,1082,2601,,73,,,5091.2172,6020
3231,12/31/2012,2012,CMA,65359,,6942,3665,133,,,2643,,,,65,5712.2635,6020
3231,12/31/2012,2012,CMA,65359,0,6942,3665,133,,1088,2681,,76,,,5712.2635,6020
3231,12/31/2013,2013,CMA,65227,,7153,2287,122,,,2574,,,,57,8666.7322,6020
3231,12/31/2013,2013,CMA,65227,102,7153,2287,122,,1101,2610,,115,,,8666.7322,6020
3231,12/31/2014,2014,CMA,69190,,7402,2073,123,,,2578,,,,50,8385.25,6020
3231,12/31/2014,2014,CMA,69190,70,7402,2073,123,,1165,2618,,218,,,8385.25,6020
3243,12/31/2004,2004,C,1484101,,108166,207910,2060,,,108276,,,,,250277.8997,6199
3243,12/31/2004,2004,C,1484101,3011,108166,171278,2060,207910,37444,108276,-7816.923,6808,,,250277.8997,6199
3243,12/31/2005,2005,C,1494037,,111412,217499,2318,,,120318,,,,7908,,6199
3243,12/31/2005,2005,C,1494037,3724,111412,178324,2318,217499,53230,119750,787.692,8621,,,,6199
3243,12/31/2006,2006,C,1884318,,118783,288494,2503,,,146905,,,,11910,,6199
