,tic,Class_end,settledate,year,Month,gap,sic,lgap,settleamt,CIK,filedate,Form,diff
500,ARO,3/8/2011,2014-01-29,2014,1,910,5641,6.8134445999999995,0,1168213.0,2014-05-28,8-K,-119 days +00:00:00.000000000
501,ARO,3/8/2011,2014-01-29,2014,1,910,5641,6.8134445999999995,0,1168213.0,2014-05-22,8-K,-113 days +00:00:00.000000000
502,ARO,3/8/2011,2014-01-29,2014,1,910,5641,6.8134445999999995,0,1168213.0,2014-05-05,8-K,-96 days +00:00:00.000000000
503,ARO,3/8/2011,2014-01-29,2014,1,910,5641,6.8134445999999995,0,1168213.0,2014-12-03,8-K,-308 days +00:00:00.000000000
504,ARO,3/8/2011,2014-01-29,2014,1,910,5641,6.8134445999999995,0,1168213.0,2014-04-04,10-K,-65 days +00:00:00.000000000
505,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-06-05,8-K,-117 days +00:00:00.000000000
506,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-08-01,8-K,-174 days +00:00:00.000000000
507,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-08-27,8-K,-200 days +00:00:00.000000000
508,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-12-12,8-K,-307 days +00:00:00.000000000
509,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-05-29,8-K,-110 days +00:00:00.000000000
510,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-02-16,10-K,-7 days +00:00:00.000000000
511,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-01-20,8-K,20 days 00:00:00.000000000
512,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-01-11,8-K,29 days 00:00:00.000000000
513,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-02-16,8-K,-7 days +00:00:00.000000000
514,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-09-07,8-K,-211 days +00:00:00.000000000
515,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-05-02,8-K,-83 days +00:00:00.000000000
516,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-10-31,8-K,-265 days +00:00:00.000000000
517,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-03-02,8-K,-22 days +00:00:00.000000000
518,ARTC,23/01/2008,2012-02-09,2012,2,1478,3845,7.298445200000001,0,1005010.0,2012-11-13,8-K,-278 days +00:00:00.000000000
519,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-11-09,8-K,-306 days +00:00:00.000000000
520,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-08-11,8-K,-216 days +00:00:00.000000000
521,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-08-09,8-K,-214 days +00:00:00.000000000
522,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-05-11,8-K,-124 days +00:00:00.000000000
523,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-03-22,8-K,-74 days +00:00:00.000000000
524,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-03-31,10-K,-83 days +00:00:00.000000000
525,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-11-09,8-K,-306 days +00:00:00.000000000
526,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-08-11,8-K,-216 days +00:00:00.000000000
527,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-08-09,8-K,-214 days +00:00:00.000000000
528,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-05-11,8-K,-124 days +00:00:00.000000000
529,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-03-22,8-K,-74 days +00:00:00.000000000
530,ARTX,14/11/2005,2010-01-07,2010,1,1515,3691,7.3231706999999995,0,916529.0,2010-03-31,10-K,-83 days +00:00:00.000000000
531,ATRC,16/02/2006,2010-10-25,2010,10,1712,3841,7.4454174,0,1323885.0,2010-11-02,8-K,-8 days +00:00:00.000000000
532,ATRC,16/02/2006,2010-10-25,2010,10,1712,3841,7.4454174,0,1323885.0,2010-09-17,8-K,38 days 00:00:00.000000000
533,ATRC,16/02/2006,2010-10-25,2010,10,1712,3841,7.4454174,0,1323885.0,2010-08-04,8-K,82 days 00:00:00.000000000
534,ATRC,16/02/2006,2010-10-25,2010,10,1712,3841,7.4454174,0,1323885.0,2010-06-15,8-K,132 days 00:00:00.000000000
535,ATRC,16/02/2006,2010-10-25,2010,10,1712,3841,7.4454174,0,1323885.0,2010-03-30,10-K,209 days 00:00:00.000000000
536,ATRC,16/02/2006,2010-10-25,2010,10,1712,3841,7.4454174,0,1323885.0,2010-03-12,8-K,227 days 00:00:00.000000000
537,ATRC,16/02/2006,2010-10-25,2010,10,1712,3841,7.4454174,0,1323885.0,2010-05-10,8-K,168 days 00:00:00.000000000
538,ATRC,16/02/2006,2010-10-25,2010,10,1712,3841,7.4454174,0,1323885.0,2010-02-18,8-K,249 days 00:00:00.000000000
539,ATRC,16/02/2006,2010-10-25,2010,10,1712,3841,7.4454174,0,1323885.0,2010-02-05,8-K,262 days 00:00:00.000000000
540,ATRC,16/02/2006,2010-10-25,2010,10,1712,3841,7.4454174,0,1323885.0,2010-05-21,8-K,157 days 00:00:00.000000000
541,ATRC,31/10/2008,2010-07-30,2010,7,637,3841,6.4567695,0,1323885.0,2010-11-02,8-K,-95 days +00:00:00.000000000
542,ATRC,31/10/2008,2010-07-30,2010,7,637,3841,6.4567695,0,1323885.0,2010-09-17,8-K,-49 days +00:00:00.000000000
543,ATRC,31/10/2008,2010-07-30,2010,7,637,3841,6.4567695,0,1323885.0,2010-08-04,8-K,-5 days +00:00:00.000000000
544,ATRC,31/10/2008,2010-07-30,2010,7,637,3841,6.4567695,0,1323885.0,2010-06-15,8-K,45 days 00:00:00.000000000
545,ATRC,31/10/2008,2010-07-30,2010,7,637,3841,6.4567695,0,1323885.0,2010-03-30,10-K,122 days 00:00:00.000000000
546,ATRC,31/10/2008,2010-07-30,2010,7,637,3841,6.4567695,0,1323885.0,2010-03-12,8-K,140 days 00:00:00.000000000
547,ATRC,31/10/2008,2010-07-30,2010,7,637,3841,6.4567695,0,1323885.0,2010-05-10,8-K,81 days 00:00:00.000000000
548,ATRC,31/10/2008,2010-07-30,2010,7,637,3841,6.4567695,0,1323885.0,2010-02-18,8-K,162 days 00:00:00.000000000
549,ATRC,31/10/2008,2010-07-30,2010,7,637,3841,6.4567695,0,1323885.0,2010-02-05,8-K,175 days 00:00:00.000000000
550,ATRC,31/10/2008,2010-07-30,2010,7,637,3841,6.4567695,0,1323885.0,2010-05-21,8-K,70 days 00:00:00.000000000
551,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-12-28,8-K,-161 days +00:00:00.000000000
552,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-10-26,8-K,-98 days +00:00:00.000000000
553,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-10-25,8-K,-97 days +00:00:00.000000000
554,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-07-27,8-K,-7 days +00:00:00.000000000
555,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-04-28,8-K,83 days 00:00:00.000000000
556,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-03-15,10-K,127 days 00:00:00.000000000
557,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-02-17,8-K,153 days 00:00:00.000000000
558,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-02-03,8-K,167 days 00:00:00.000000000
559,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-02-01,8-K,169 days 00:00:00.000000000
560,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-01-27,8-K,174 days 00:00:00.000000000
561,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-12-28,8-K,-161 days +00:00:00.000000000
562,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-10-26,8-K,-98 days +00:00:00.000000000
563,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-10-25,8-K,-97 days +00:00:00.000000000
564,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-07-27,8-K,-7 days +00:00:00.000000000
565,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-04-28,8-K,83 days 00:00:00.000000000
566,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-03-15,10-K,127 days 00:00:00.000000000
567,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-02-17,8-K,153 days 00:00:00.000000000
568,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-02-03,8-K,167 days 00:00:00.000000000
569,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-02-01,8-K,169 days 00:00:00.000000000
570,ATX,22/04/1999,2005-07-20,2005,7,2281,3951,7.7323694000000005,1500000,25793.0,2005-01-27,8-K,174 days 00:00:00.000000000
571,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-12-18,8-K,-208 days +00:00:00.000000000
572,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-11-28,8-K,-188 days +00:00:00.000000000
573,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-10-25,8-K,-154 days +00:00:00.000000000
574,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-08-01,8-K,-69 days +00:00:00.000000000
575,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-06-19,8-K,-26 days +00:00:00.000000000
576,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-05-02,8-K,22 days 00:00:00.000000000
577,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-03-23,10-K,62 days 00:00:00.000000000
578,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-03-05,8-K,80 days 00:00:00.000000000
579,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-02-28,8-K,85 days 00:00:00.000000000
580,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-01-09,8-K,135 days 00:00:00.000000000
581,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-12-18,8-K,-208 days +00:00:00.000000000
582,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-11-28,8-K,-188 days +00:00:00.000000000
583,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-10-25,8-K,-154 days +00:00:00.000000000
584,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-08-01,8-K,-69 days +00:00:00.000000000
585,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-06-19,8-K,-26 days +00:00:00.000000000
586,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-05-02,8-K,22 days 00:00:00.000000000
587,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-03-23,10-K,62 days 00:00:00.000000000
588,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-03-05,8-K,80 days 00:00:00.000000000
589,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-02-28,8-K,85 days 00:00:00.000000000
590,AXTI,27/04/2004,2007-05-24,2007,5,1122,3674,7.0228682000000004,0,1051627.0,2007-01-09,8-K,135 days 00:00:00.000000000
591,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-09-08,8-K,-213 days +00:00:00.000000000
592,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-06,8-K,-241 days +00:00:00.000000000
593,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-25,8-K,-107 days +00:00:00.000000000
594,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-08-15,8-K,-189 days +00:00:00.000000000
595,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-09-14,8-K,-219 days +00:00:00.000000000
596,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-03-07,8-K,-28 days +00:00:00.000000000
597,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-27,8-K,-262 days +00:00:00.000000000
598,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-07-18,8-K,-161 days +00:00:00.000000000
599,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-26,8-K,-261 days +00:00:00.000000000
600,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-08,8-K,-90 days +00:00:00.000000000
601,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-11-03,8-K,-269 days +00:00:00.000000000
602,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-03-01,10-K,-22 days +00:00:00.000000000
603,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-03-07,8-K,-28 days +00:00:00.000000000
604,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-24,8-K,-259 days +00:00:00.000000000
605,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-31,8-K,-113 days +00:00:00.000000000
606,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-07-28,8-K,-171 days +00:00:00.000000000
607,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-07-19,8-K,-162 days +00:00:00.000000000
608,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-01-06,8-K,32 days 00:00:00.000000000
609,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-01-06,8-K,32 days 00:00:00.000000000
610,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-12,8-K,-94 days +00:00:00.000000000
611,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-06-21,8-K,-134 days +00:00:00.000000000
612,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-02-10,8-K,-3 days +00:00:00.000000000
613,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-08-22,8-K,-196 days +00:00:00.000000000
614,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-12-13,8-K,-309 days +00:00:00.000000000
615,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-04-27,8-K,-79 days +00:00:00.000000000
616,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-09-08,8-K,-213 days +00:00:00.000000000
617,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-06,8-K,-241 days +00:00:00.000000000
618,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-25,8-K,-107 days +00:00:00.000000000
619,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-08-15,8-K,-189 days +00:00:00.000000000
620,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-09-14,8-K,-219 days +00:00:00.000000000
621,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-03-07,8-K,-28 days +00:00:00.000000000
622,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-27,8-K,-262 days +00:00:00.000000000
623,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-07-18,8-K,-161 days +00:00:00.000000000
624,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-26,8-K,-261 days +00:00:00.000000000
625,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-08,8-K,-90 days +00:00:00.000000000
626,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-11-03,8-K,-269 days +00:00:00.000000000
627,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-03-01,10-K,-22 days +00:00:00.000000000
628,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-03-07,8-K,-28 days +00:00:00.000000000
629,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-24,8-K,-259 days +00:00:00.000000000
630,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-31,8-K,-113 days +00:00:00.000000000
631,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-07-28,8-K,-171 days +00:00:00.000000000
632,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-07-19,8-K,-162 days +00:00:00.000000000
633,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-01-06,8-K,32 days 00:00:00.000000000
634,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-01-06,8-K,32 days 00:00:00.000000000
635,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-12,8-K,-94 days +00:00:00.000000000
636,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-06-21,8-K,-134 days +00:00:00.000000000
637,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-02-10,8-K,-3 days +00:00:00.000000000
638,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-08-22,8-K,-196 days +00:00:00.000000000
639,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-12-13,8-K,-309 days +00:00:00.000000000
640,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-04-27,8-K,-79 days +00:00:00.000000000
641,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-09-08,8-K,-213 days +00:00:00.000000000
642,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-06,8-K,-241 days +00:00:00.000000000
643,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-25,8-K,-107 days +00:00:00.000000000
644,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-08-15,8-K,-189 days +00:00:00.000000000
645,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-09-14,8-K,-219 days +00:00:00.000000000
646,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-03-07,8-K,-28 days +00:00:00.000000000
647,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-27,8-K,-262 days +00:00:00.000000000
648,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-07-18,8-K,-161 days +00:00:00.000000000
649,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-26,8-K,-261 days +00:00:00.000000000
650,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-08,8-K,-90 days +00:00:00.000000000
651,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-11-03,8-K,-269 days +00:00:00.000000000
652,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-03-01,10-K,-22 days +00:00:00.000000000
653,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-03-07,8-K,-28 days +00:00:00.000000000
654,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-10-24,8-K,-259 days +00:00:00.000000000
655,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-31,8-K,-113 days +00:00:00.000000000
656,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-07-28,8-K,-171 days +00:00:00.000000000
657,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-07-19,8-K,-162 days +00:00:00.000000000
658,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-01-06,8-K,32 days 00:00:00.000000000
659,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-01-06,8-K,32 days 00:00:00.000000000
660,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-05-12,8-K,-94 days +00:00:00.000000000
661,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-06-21,8-K,-134 days +00:00:00.000000000
662,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-02-10,8-K,-3 days +00:00:00.000000000
663,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-08-22,8-K,-196 days +00:00:00.000000000
664,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-12-13,8-K,-309 days +00:00:00.000000000
665,AYE,8/10/2002,2006-02-07,2006,2,1218,4911,7.1049652000000005,15050000,3673.0,2006-04-27,8-K,-79 days +00:00:00.000000000
666,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-03-16,8-K,259 days 00:00:00.000000000
667,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-02-23,10-K,281 days 00:00:00.000000000
668,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-02-10,8-K,294 days 00:00:00.000000000
669,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-01-19,8-K,316 days 00:00:00.000000000
670,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-01-13,8-K,322 days 00:00:00.000000000
671,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-03-16,8-K,259 days 00:00:00.000000000
672,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-02-23,10-K,281 days 00:00:00.000000000
673,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-02-10,8-K,294 days 00:00:00.000000000
674,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-01-19,8-K,316 days 00:00:00.000000000
675,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-01-13,8-K,322 days 00:00:00.000000000
676,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-03-16,8-K,259 days 00:00:00.000000000
677,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-02-23,10-K,281 days 00:00:00.000000000
678,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-02-10,8-K,294 days 00:00:00.000000000
679,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-01-19,8-K,316 days 00:00:00.000000000
680,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-01-13,8-K,322 days 00:00:00.000000000
681,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-11-05,8-K,25 days 00:00:00.000000000
682,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-10-17,8-K,44 days 00:00:00.000000000
683,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-09-28,8-K,63 days 00:00:00.000000000
684,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-08-23,8-K,99 days 00:00:00.000000000
685,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-08-10,8-K,112 days 00:00:00.000000000
686,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-07-18,8-K,135 days 00:00:00.000000000
687,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-05-25,8-K,189 days 00:00:00.000000000
688,BAC,17/01/2009,2012-11-30,2012,11,1413,6021,7.253470399999999,0,70858.0,2012-05-09,8-K,205 days 00:00:00.000000000
