rdate,cusip,stkname,tic,exchcd,stkcd,stkcdesc,prc,shrout,Top5InstOwn,Top10InstOwn,NumInstBlockOwners,InstBlockOwn,NumInstOwners,MaxInstOwn,InstOwn,InstOwn_HHI,InstOwn_Perc
9/30/2006,37555810,GILEAD SCIENCES INC,GILD,V,0,COM,68.77,456841,136648310,196171084,3,103323957,571,39821025,410263849,0.032248302,0.89804516
9/30/2006,37591610,GILDAN ACTIVEWEAR INC,GIL,A,0,COM,48.71,60113,21094389,26807509,3,17007510,96,9793680,34282419,0.119056955,0.570299586
9/30/2006,38911N10,GRAVITY CO LTD,GRVY,V,+,AR,5.68,6949,3199830,3483829,4,3081430,13,1369467,3500015,0.236821035,0.503671751
9/30/2006,41316010,HARMONIC INC,HLIT,V,0,COM,7.36,74637,13275631,19813795,0,,116,3662824,37189019,0.039546869,0.49826519
9/30/2006,41321630,HARMONY GOLD MNG LTD,HMY,V,+,AR,12.93,397523,31390769,41687016,0,,82,9339310,60437787,0.072937176,0.15203595
9/30/2006,41651510,HARTFORD FINL SVCS GROUP INC,HIG,A,0,COM,86.75,304247,79670684,116412612,3,55803899,579,22405680,267863482,0.026646889,0.880414538
9/30/2006,42222L10,HEALTHTRONICS INC,HTRN,V,0,COM,6.17,35176,13263201,20075806,5,13263201,81,5140308,27078265,0.075443047,0.769793751
9/30/2006,42366C10,HEMISPHERX BIOPHARMA INC,HEB,B,0,COM,1.87,62581,3378562,3784685,0,,16,1171642,3845690,0.197783632,0.061451399
9/30/2006,42739810,HERLEY INDS INC DEL,HRLY,V,0,COM,12.38,14661,5289135,7436524,2,3256164,55,2070214,10020623,0.083928321,0.683488371
9/30/2006,43289P10,HIMAX TECHNOLOGIES INC,HIMX,V,+,AR,5.71,194651,28945065,37916677,0,,39,9636085,45277573,0.105197753,0.232608993
9/30/2006,44106010,HOSPIRA INC,HSP,A,0,COM,38.27,157002,26289058,44637845,0,,372,5971200,107582531,0.023580862,0.685230322
9/30/2006,44248720,HOVNANIAN ENTERPRISES INC,HOV,A,0,CMA,29.34,47126,23358166,30083161,3,19310328,146,8031124,43923290,0.079476645,0.932039426
9/30/2006,44746210,HURON CONSULTING GROUP INC,HURN,V,0,COM,39.2,18021,5882413,8369087,3,4141606,102,2110010,15512338,0.044913197,0.860792298
9/30/2006,45090910,IBIS TECHNOLOGY CORP,IBIS,V,0,COM,3.57,10873,945375,1206226,0,,20,338617,1288659,0.140411026,0.118519176
9/30/2006,4.52E+14,IKANOS COMMUNICATIONS,IKAN,V,0,COM,11.77,27296,4649248,7051328,1,1601845,64,1601845,12492656,0.048137376,0.457673505
9/30/2006,45252610,IMMUCOR INC,BLUD,V,0,COM,22.41,67714,16667150,27809660,2,7841084,154,4249936,55566376,0.032437206,0.820603952
9/30/2006,45884X10,INTERMUNE INC,ITMN,V,0,COM,16.42,33750,9652701,14385383,3,6919087,101,2989952,29443801,0.035808833,0.872408919
9/30/2006,45885A30,INTERNAP NETWORK SVCS CORP,INAP,V,0,COM,15.22,34875,4646344,6819748,0,,75,1730908,11000724,0.056642843,0.315432946
9/30/2006,45920010,INTERNATIONAL BUSINESS MACHS,IBM,A,0,COM,81.94,1814836,250405603,348296128,0,,1149,67566500,809772344,0.02778314,0.446195879
9/30/2006,46025410,INTERNATIONAL RECTIFIER CORP,IRF,A,0,COM,34.84,72082,23697125,34763208,2,14079066,220,7199025,63175479,0.042984207,0.876439042
9/30/2006,46059V10,INTERNET INFRASTRUCTR HOLDS,IIH,B,7,COM,5.35,8841,1542299,1719216,1,1067600,17,1067600,1751386,0.396327572,0.198098179
9/30/2006,46625H10,JP MORGAN CHASE & CO,JPM,A,0,COM,46.96,3471427,631383994,938560160,1,178808764,1162,178808764,2251306934,0.024602488,0.648524925
9/30/2006,4.70E+14,JAKKS PAC INC,JAKK,V,0,COM,17.82,27561,13706059,18318112,4,12424513,112,4190761,27164903,0.068618697,0.985628352
9/30/2006,47110910,JARDEN CORP,JAH,A,0,COM,32.97,66551,22572187,30999431,3,17174207,155,6488425,67286482,0.034945149,1.011051404
9/30/2006,48083810,JOS A BANK CLOTHIERS INC,JOSB,V,0,COM,29.96,18016,6603305,10367708,5,6603305,141,2211184,20493775,0.036006999,1.137531916
9/30/2006,48203R10,JUNIPER NETWORKS INC,JNPR,V,0,COM,17.28,565750,213970404,281848475,3,178571730,288,73884141,445547495,0.06579321,0.787534238
9/30/2006,48248010,KLA-TENCOR CORP,KLAC,V,0,COM,44.47,199086,64952660,95919434,3,46600803,290,17623818,169254476,0.042674086,0.8501576
9/30/2006,48273810,KVH INDS INC,KVHI,V,0,COM,12.75,14815,6054350,8484015,5,6054350,40,1769100,10311896,0.08679458,0.696044279
9/30/2006,49690240,KINROSS GOLD CORP,KGC,A,0,COM,12.54,362200,84225823,112965167,2,44402682,140,24543083,175044257,0.06019786,0.483280665
9/30/2006,50069210,KOSS CORP,KOSS,V,0,COM,19.45,3707,427198,446345,1,239000,11,239000,446485,0.385748244,0.120443755
9/30/2006,50186V10,LG PHILIP LCD CO LTD,LPL,A,+,AR,16.59,357816,43994814,58646936,0,,70,15014300,70679822,0.10398904,0.197531195
9/30/2006,50544710,LABRANCHE & CO INC,LAB,A,0,COM,10.37,60734,35663666,46379845,3,29683577,113,16770267,60321778,0.119665605,0.993212665
9/30/2006,51841510,LATTICE SEMICONDUCTOR CORP,LSCC,V,0,COM,6.82,114327,46334625,63105241,3,36869681,144,21978148,102559038,0.069835911,0.897067517
9/30/2006,52186330,LEAP WIRELESS INTL INC,LEAP,V,0,COM,48.49,61255,26659455,36797850,5,26659455,156,11755806,64566271,0.056793182,1.054057155
9/30/2006,52186N10,LEAPFROG ENTERPRISES INC,LF,A,0,CMA,7.93,35359,16440934,20985019,2,12034824,89,9067126,29740083,0.118553574,0.841089482
9/30/2006,52729N10,LEVEL 3 COMMUNICATIONS INC,LVLT,V,0,COM,5.39,1172886,477692752,602969261,4,448337752,268,180763421,951792647,0.070684595,0.811496298
9/30/2006,53983010,LOCKHEED MARTIN CORP,LMT,A,0,COM,86.06,423868,164093507,214815779,3,130900856,517,79133200,365983268,0.067836411,0.863436891
9/30/2006,55262C10,MBIA INC,MBI,A,0,COM,61.44,134759,43167910,62884405,2,28965985,372,16637605,140760553,0.034670724,1.044535452
9/30/2006,55918110,MAGMA DESIGN AUTOMATION,LAVA,V,0,COM,9.1,37005,11397938,15411345,2,7570776,79,5184042,25208015,0.070618289,0.681205648
9/30/2006,56377110,MANNATECH INC,MTEX,V,0,COM,17.72,26426,4523423,5966747,2,2900923,71,1510910,8273791,0.08382045,0.313092825
9/30/2006,56400P20,MANNKIND CORP,MNKD,V,0,COM,19,49701,11366930,13544325,1,7565607,76,7565607,17622022,0.203311162,0.354560713
9/30/2006,57174810,MARSH & MCLENNAN COS INC,MMC,A,0,COM,28.15,550392,166398533,230509631,2,108442672,399,63905800,417962143,0.049751984,0.759389931
9/30/2006,57290110,MARTEK BIOSCIENCES CORP,MATK,V,0,COM,21.32,32153,9036524,14148955,2,5017900,136,2510400,26201403,0.03928134,0.814897615
9/30/2006,57308310,MARTHA STEWART LIVING OMNIME,MSO,A,0,CMA,17.76,25378,3859409,6057973,0,,74,1074854,8124313,0.066182953,0.320132122
9/30/2006,58155Q10,MCKESSON CORP,MCK,A,0,COM,52.72,299332,84227652,118947999,2,51013766,396,35873766,239346660,0.041120794,0.799602649
9/30/2006,58306210,MEADE INSTRUMENTS CORP,MEAD,V,0,COM,2.29,20004,3592734,4233161,1,1744081,21,1744081,4422102,0.223679439,0.221060888
9/30/2006,58469030,MEDICIS PHARMACEUTICAL CORP,MRX,A,0,CMA,32.35,54723,24723718,33857181,4,22421874,166,7320000,56022031,0.054509147,1.0237383
9/30/2006,58470H10,MEDIFAST INC,MED,F,0,COM,8.68,13519,2393571,3526268,0,,41,592651,4689710,0.06961608,0.3468977
9/30/2006,58505510,MEDTRONIC INC,MDT,A,0,COM,46.44,1151005,277178564,379812125,2,177098405,1010,99313900,829631123,0.034205749,0.720788461
9/30/2006,58933110,MERCK & CO INC,MRK,A,0,COM,41.9,2176128,454530232,697126409,1,115192600,977,115192600,1487623418,0.029070721,0.683610256
9/30/2006,58998110,MERGE TECHNOLOGIES INC,MRGE,V,0,COM,6.88,29070,8211743,11395892,3,5966800,87,2332300,20012936,0.047738515,0.688439491
9/30/2006,59100U10,META FINL GROUP INC,CASH,V,0,COM,24.6,2517,781751,859936,2,603583,13,384983,861788,0.283539086,0.342386969
9/30/2006,60855410,MOLEX INC,MOLX,V,0,COM,38.97,99415,20123236,31747276,0,,251,4368760,58016138,0.036180884,0.583575296
9/30/2006,60855420,MOLEX INC,MOLX,V,0,CMA,32.91,84257,32002353,42860604,2,22249080,165,13235617,66433736,0.07388344,0.788465481
9/30/2006,60871R20,MOLSON COORS BREWING CO,TAP,A,0,CMB,68.9,63977,23178329,29759844,3,19170193,247,8967092,54307392,0.054629158,0.848858058
9/30/2006,60935Y10,MONEYGRAM INTL INC,MGI,A,0,COM,29.06,84536,28203822,39332997,4,24944514,205,8546774,73194371,0.041959559,0.865836697
9/30/2006,61744644,MORGAN STANLEY,MS,A,0,COM,72.91,1058665,259071288,327126026,2,171432161,831,107898028,693915209,0.043066026,0.655462501
9/30/2006,62936P10,NPS PHARMACEUTICALS INC,NPSP,V,0,COM,3.84,46218,17552416,22925325,4,15379764,80,5375700,32484435,0.073628601,0.70285246
9/30/2006,63115810,NASH FINCH CO,NAFC,V,0,COM,23.53,13339,5275461,8165021,5,5275461,106,1478100,15704613,0.037543512,1.177345603
9/30/2006,64156L10,NEVSUN RES LTD,NSU,B,0,COM,2.76,106184,13668000,18761062,0,,28,4126200,20307890,0.115190796,0.191251884
9/30/2006,65163910,NEWMONT MINING CORP,NEM,A,0,COM,42.75,420917,101472800,146937200,2,58347040,492,35140000,298890166,0.035095512,0.710092883
9/30/2006,65171850,NEWPARK RES INC,NR,A,0,COM,5.33,89374,31055920,43040807,3,23523022,108,9851122,73526398,0.051165347,0.82268219
9/30/2006,65440K10,99 CENTS ONLY STORES,NDN,A,0,COM,11.83,69573,22181075,31255842,3,15437933,122,6869746,45717611,0.063359961,0.657117143
9/30/2006,66774610,NORTHWEST PIPE CO,NWPX,V,0,COM,30,6863,2871959,4202257,4,2538959,42,825265,5519495,0.074610461,0.8042394
9/30/2006,67000610,NOVELL INC,NOVL,V,0,COM,6.13,339011,92691204,138017536,2,56892271,229,33159671,230925170,0.051381301,0.681173089
9/30/2006,67087210,OM GROUP INC,OMG,A,0,COM,43.94,29326,9518116,13809882,4,8190562,157,3157450,28778757,0.034379551,0.981339324
9/30/2006,67457P30,OCCAM NETWORKS INC,OCNW,F,0,COM,17.5,7264,118312,118312,0,,4,64930,118312,0.37201407,0.016287445
9/30/2006,68212810,OMNIVISION TECHNOLOGIES INC,OVTI,V,0,COM,14.27,54581,12327668,19565426,1,4183310,168,4183310,46344236,0.027567091,0.849091002
9/30/2006,68668810,ORMAT TECHNOLOGIES INC,ORA,A,0,COM,32.72,35587,4692712,6253357,0,,78,1677000,8963183,0.075192003,0.251866777
9/30/2006,69341920,PMA CAP CORP,PMAC,V,0,CMA,8.82,32613,13211418,18465525,4,11606740,77,3213900,27256186,0.061145694,0.835746052
9/30/2006,69357C50,PRG-SCHULTZ INTERNATIONAL IN,PRGX,V,0,COM,5.8,6512,1788613,2059179,1,925771,23,925771,2254258,0.214633784,0.34616984
9/30/2006,69366A10,PSS WORLD MED INC,PSSI,V,0,COM,19.99,67940,13842309,23236055,0,,133,3185742,62307328,0.02312365,0.917093435
9/30/2006,69642930,PALL CORP,PLL,A,0,COM,30.81,124833,39068768,57615006,3,30315374,249,15365283,106012704,0.045159403,0.849236212
9/30/2006,69840W10,PANERA BREAD CO,PNRA,V,0,CMA,58.25,30049,11283509,15829648,4,10104509,172,4504251,29122278,0.048135933,0.969159639
9/30/2006,70655210,PEMSTAR INC,PMTR,V,0,COM,3.65,45399,14590368,17727179,4,12777818,46,4960203,22287269,0.104022381,0.490919822
9/30/2006,71429010,PERRIGO CO,PRGO,V,0,COM,16.97,92696,27870777,36214649,3,21159289,153,9824409,65047076,0.051105317,0.701724735
9/30/2006,71713930,PHARMOS CORP,PARS,F,0,COM,1.75,19066,1038114,1212990,0,,19,411026,1298514,0.195851168,0.068106263
9/30/2006,72146710,PILGRIMS PRIDE CORP,PPC,A,0,COM,27.35,66556,15168009,21238533,2,8816877,130,5450000,36473240,0.052578433,0.548008294
9/30/2006,73173810,POLYMEDICA CORP,PLMD,V,0,COM,42.81,23129,6492955,10066966,3,4394254,166,1641182,24670096,0.025117562,1.066630464
9/30/2006,73317410,POPULAR INC,BPOP,V,0,COM,19.44,278610,33024873,43860029,0,,134,8997073,65794801,0.064176333,0.236153767
9/30/2006,74111310,PRESSTEK INC,PRST,V,0,COM,5.39,35617,5750057,8867526,0,,60,1467500,13683696,0.054674309,0.384190022
9/30/2006,74112D10,PRESTIGE BRANDS HLDGS INC,PBH,A,0,COM,11.14,50034,13365428,20894224,1,4191089,92,4191089,32224903,0.053502388,0.644060099
9/30/2006,74150340,PRICELINE COM INC,PCLN,V,0,COM,36.79,40040,13488980,19753123,3,9798266,152,4000000,38714939,0.03753746,0.966906568
9/30/2006,74151110,PRICESMART INC,PSMT,V,0,COM,15.1,28954,4377499,5036585,1,1997144,37,1997144,5688199,0.189401748,0.196456414
9/30/2006,74756M10,QUALITY DISTR INC FLA,QLTY,V,0,COM,14.72,18961,14281324,15763043,3,12809581,50,10390981,17564968,0.365342848,0.926373504
9/30/2006,74834T10,QUEST SOFTWARE INC,QSFT,V,0,COM,14.28,101532,25330064,35910990,1,12938586,137,12938586,66674477,0.05674797,0.656684366
9/30/2006,74922710,RAIT INVT TR,RAS,A,0,COM,28.85,28120,6294706,10652858,1,1458560,88,1458560,16407214,0.050094628,0.583471337
9/30/2006,75091710,RAMBUS INC DEL,RMBS,V,0,COM,17.44,102760,17431579,20335056,1,9884227,95,9884227,28506493,0.14406593,0.277408457
9/30/2006,75689M10,RED ROBIN GOURMET BURGERS IN,RRGB,V,0,COM,46.11,16554,7388058,10311237,4,6688381,113,2423031,17750996,0.05071535,1.072308566
9/30/2006,75747910,REDIFF COM INDIA LTD,REDF,F,+,AR,14.57,14393,1701721,1950395,0,,19,603410,2037375,0.192825138,0.141553186
9/30/2006,75886F10,REGENERON PHARMACEUTICALS,REGN,V,0,COM,15.69,54675,17501697,23081311,3,14886603,122,7107699,40180317,0.06053164,0.734893772
9/30/2006,76009N10,RENT A CTR INC NEW,RCII,V,0,COM,29.29,69759,21937960,31794724,3,16145860,191,8081640,73028483,0.030418976,1.046868261
9/30/2006,76011210,RENTECH INC,RTK,F,0,COM,4.63,141408,40047277,49559236,2,27254800,71,17093400,59292839,0.136356069,0.419303286
9/30/2006,78376410,RYLAND GROUP INC,RYL,A,0,COM,43.21,43667,23128206,29620012,5,23128206,155,7780797,43663293,0.072219253,0.999915108
9/30/2006,79606J10,SAMUEL MANU TECH INC,SMT,J,0,COM,12.02,31964,109100,109100,0,,1,109100,109100,1,0.003413215
9/30/2006,80105N10,SANOFI AVENTIS,SNY,A,+,AR,44.47,1357356,110971613,140501815,0,,282,54040801,194236299,0.112412304,0.143099009
9/30/2006,81685010,SEMTECH CORP,SMTC,V,0,COM,12.76,72280,25880049,38481723,3,19224000,143,7375400,68355027,0.043318052,0.945697662
9/30/2006,82554910,SHUFFLE MASTER INC,SHFL,V,0,COM,27.01,34935,15069001,23266593,8,20647068,141,4490400,40862300,0.041780877,1.169666524
9/30/2006,82882310,SIMPLETECH INC,STEC,V,0,COM,9.11,45887,6675341,9895701,0,,56,2061698,13724009,0.067900502,0.299082725
9/30/2006,83418210,SOLECTRON CORP,SLR,A,0,COM,3.26,907872,379249885,528455239,4,335563685,271,126448194,758050813,0.068900056,0.834975429
9/30/2006,83546010,SONIC SOLUTIONS,SNIC,V,0,COM,15.24,25901,8583395,13808789,4,7316432,106,2181574,25312567,0.03975337,0.977281456
9/30/2006,83591610,SONUS NETWORKS INC,SONS,V,0,COM,5.25,252505,66744215,87539144,1,35657148,141,35657148,153612217,0.072535629,0.608353169
9/30/2006,84760C10,SPECTRANETICS CORP,SPNC,V,0,COM,11.7,30783,7541303,11418925,2,3423280,66,1766400,17183545,0.054359707,0.558215411
9/30/2006,85206110,SPRINT NEXTEL CORP,S,A,0,COM,17.15,2870000,752603840,1134284044,2,452958669,668,281144447,2404714811,0.033387169,0.837879725
9/30/2006,85231230,STAAR SURGICAL CO,STAA,V,0,COM,7.52,25529,7531531,10254398,2,4603525,40,3110850,12064390,0.114315601,0.472575894
9/30/2006,85569C10,STARTEK INC,SRT,A,0,COM,12.47,14696,3913444,4830426,2,2505339,70,1290600,7031704,0.084737283,0.478477409
9/30/2006,85747710,STATE STR CORP,STT,A,0,COM,62.4,331143,90953327,128435065,3,66704798,606,24149298,261387661,0.033568491,0.789349801
9/30/2006,85856W10,STELLENT INC,STEL,V,0,COM,10.84,29668,7356522,11766521,2,3739659,95,2101059,21603940,0.038454659,0.728189969
9/30/2006,86074Q10,STILLWATER MNG CO,SWC,A,0,COM,8.4,91292,15987593,22059782,1,7899466,99,7899466,33760501,0.080993045,0.36980788
9/30/2006,86126T20,STOCKERYALE INC,STKR,V,0,COM,1.05,29708,7105863,7155548,2,6482435,9,3706922,7155548,0.422428805,0.240862663
9/30/2006,86164210,STONE ENERGY CORP,SGY,A,0,COM,40.48,27763,6730599,9847555,3,4780998,152,1800772,21381743,0.032013887,0.770152469
9/30/2006,86415910,STURM RUGER & CO INC,RGR,A,0,COM,7.74,22639,4577723,5742086,2,2827968,61,1662600,7409934,0.102805962,0.327308362
9/30/2006,86768K10,SUNRISE SENIOR LIVING INC,SRZ,V,0,COM,29.87,50350,14118660,19525767,2,8290760,180,4369160,40337573,0.036590772,0.801143456
9/30/2006,8676EP10,SUNOPTA INC,STKL,V,0,COM,10.57,57312,9145187,13851435,0,,77,2352897,23209046,0.046681321,0.404959625
9/30/2006,86793130,SUPERCONDUCTOR TECHNOLOGIES,SCON,F,0,COM,1.45,12483,2473159,2538693,1,2108041,18,2108041,2555304,0.687725632,0.204702716
9/30/2006,86858710,SUPPORTSOFT INC,SPRT,V,0,COM,4.37,44046,12156826,18026051,2,6309500,56,3779400,26195871,0.061926626,0.594738932
9/30/2006,87161C10,SYNOVUS FINL CORP,SNV,A,0,COM,29.37,324031,81873147,96763186,1,48050700,287,48050700,159474777,0.10660361,0.492159013
9/30/2006,87237510,TECO ENERGY INC,TE,A,0,COM,15.65,208898,46985319,60726610,2,27846692,289,16387194,108060152,0.051683222,0.517286676
9/30/2006,87296010,TNS INC,TNS,A,0,COM,15.06,24100,11099250,14534882,5,11099250,69,3519650,21016686,0.07055272,0.87206166
9/30/2006,87651B10,TASER INTL INC,TASR,V,0,COM,7.66,62202,7694520,13065406,0,,87,2146655,21436815,0.045902695,0.344632247
9/30/2006,87966410,TELLABS INC,TLAB,V,0,COM,10.96,447700,109165896,155381459,3,78254262,347,31530500,300829852,0.036696695,0.671945169
9/30/2006,87993910,TELETECH HOLDINGS INC,TTEC,V,0,COM,15.63,68897,9541589,15109240,0,,113,2673179,30495157,0.035023461,0.442619519
9/30/2006,88162F10,TETRA TECHNOLOGIES INC DEL,TTI,A,0,COM,24.16,71839,16977723,26472547,2,9468065,187,5710924,68034500,0.025008068,0.947041301
9/30/2006,88320310,TEXTRON INC,TXT,A,0,COM,87.5,126260,22799044,34066496,1,9497276,392,9497276,82840052,0.028079012,0.656106859
9/30/2006,88517530,THORATEC CORP,THOR,V,0,COM,15.61,51944,17733904,25141506,2,11132214,116,7901394,46309505,0.051551449,0.89152751
9/30/2006,88580710,THRESHOLD PHARMACEUTICAL INC,THLD,V,0,COM,2.57,37410,7931862,10379477,2,5083706,33,3064306,11298345,0.138600562,0.302014034
9/30/2006,88947810,TOLL BROTHERS INC,TOL,A,0,COM,28.08,153481,32451400,52609854,1,11256063,253,11256063,112708801,0.031860723,0.734350187
9/30/2006,90212410,TYCO INTL LTD NEW,TYC,A,+,COM,27.99,2014714,586838165,813555569,3,458170610,707,180940000,1647481461,0.036709536,0.81772473
9/30/2006,91136310,UNITED RENTALS INC,URI,A,0,COM,23.25,80605,24178632,34774850,3,18433055,191,7232437,75700505,0.032805477,0.939153961
9/30/2006,91324P10,UNITEDHEALTH GROUP INC,UNH,A,0,COM,49.2,1346996,379651104,550833415,3,283250860,789,98076471,1133814720,0.032554086,0.841735774
9/30/2006,91529Y10,UNUMPROVIDENT CORP,UNM,A,0,COM,19.39,342518,112740185,168571029,4,98369464,293,36371370,335591441,0.036584381,0.979777533
9/30/2006,91807610,UTSTARCOM INC,UTSI,V,0,COM,8.87,120840,43887928,61628059,4,38442928,149,12349421,105464090,0.04739922,0.87275811
9/30/2006,92241710,VEECO INSTRS INC DEL,VECO,V,0,COM,20.15,30728,7189072,11226289,2,3284590,140,1686067,25343860,0.028345072,0.824780656
9/30/2006,92342Y10,VERIFONE HLDGS INC,PAY,A,0,COM,28.55,68029,22193801,29405729,4,19982126,120,7026840,47315351,0.060461175,0.695517368
9/30/2006,9.23E+14,VERISIGN INC,VRSN,V,0,COM,20.2,242890,65274411,102972782,3,46374052,265,17979959,198872225,0.035607733,0.818774857
9/30/2006,92886T20,VONAGE HLDGS CORP,VG,A,0,COM,6.88,154725,20166152,25572306,1,8000000,65,8000000,30950325,0.122187688,0.200034416
9/30/2006,93932210,WASHINGTON MUT INC,WM,A,0,COM,43.47,957488,277017887,356975472,2,183276000,660,120865450,718879461,0.047607289,0.750797358
9/30/2006,94352630,WAVE SYSTEMS CORP,WAVX,V,0,COM,1.66,38622,2102166,2220700,0,,18,1074985,2238213,0.286397027,0.057951763
9/30/2006,95709T10,WESTAR ENERGY INC,WR,A,0,COM,23.51,87231,22568235,33333226,3,15722355,186,5738034,63014298,0.03791999,0.722384221
9/30/2006,96380110,WHITE ELECTR DESIGNS CORP,WEDC,V,0,COM,4.97,24641,6625411,8459295,2,4234923,45,2411439,11256164,0.098042669,0.456806298
9/30/2006,96919910,WILLBROS GROUP INC,WG,A,+,COM,15.62,21787,10128277,15822988,7,12787543,68,2537350,24896565,0.05164504,1.142725708
9/30/2006,96945710,WILLIAMS COS INC DEL,WMB,A,0,COM,23.87,595800,106282872,164083469,1,30934521,437,30934521,434037329,0.021336229,0.728495013
9/30/2006,98140210,WORKSTREAM INC,WSTM,F,0,COM,1.08,50961,22609874,28446179,5,22609874,20,5382117,28942390,0.134989671,0.567932144
9/30/2006,98389B10,XCEL ENERGY INC,XEL,A,0,COM,20.65,405967,88532051,144725699,0,,335,20093500,258976675,0.037686883,0.637925435
9/30/2006,98412110,XEROX CORP,XRX,A,0,COM,15.56,903418,333816071,475151093,5,333816071,374,121442718,763271912,0.054864917,0.844871269
9/30/2006,98416J10,XERIUM TECHNOLOGIES INC,XRM,A,0,COM,11.08,43800,4246306,6945385,0,,50,1000101,8916738,0.068643468,0.203578493
9/30/2006,98885810,ZALE CORP NEW,ZLC,A,0,COM,27.74,48182,21495213,30618009,5,21495213,139,6933796,54412382,0.046822471,1.129309327
9/30/2006,98974P10,ZIX CORP,ZIXI,V,0,COM,0.62,59639,10351883,13954094,0,,33,2475000,16647352,0.091121899,0.279135331
9/30/2006,98992910,ZOMAX INC MINN,ZOMX,V,0,COM,2.04,34457,5512585,6876125,1,2754023,28,2754023,7818263,0.16687665,0.226899121
9/30/2006,G4388N10,HELEN OF TROY CORP LTD,HELE,V,+,COM,17.56,30033,10165446,16427994,6,11688846,77,3000200,21871569,0.065912727,0.728251224
9/30/2006,G5531210,LJ INTL INC,JADE,V,+,OR,3.71,17083,556286,595573,0,,8,299794,595573,0.303879577,0.03486349
9/30/2006,G5876H10,MARVELL TECHNOLOGY GROUP LTD,MRVL,V,+,OR,19.37,585200,202583959,256838415,3,168034639,258,84336428,412156164,0.073713039,0.704299665
9/30/2006,G7496G10,RENAISSANCERE HOLDINGS LTD,RNR,A,+,COM,55.6,72032,25604130,36835099,4,22523855,185,7195395,62797972,0.048083413,0.871806586
9/30/2006,G9435N10,WARNER CHILCOTT LIMITED,WCRX,V,+,CMA,13.3,250558,55577169,58444069,1,37443662,12,37443662,58497969,0.441958482,0.233470769
9/30/2006,G9508910,WEATHERFORD INTERNATIONAL LT,WFT,A,+,COM,41.72,346007,94045810,135122070,2,58970655,416,35791629,295590386,0.034155301,0.854290191
9/30/2006,M2246510,CHECK POINT SOFTWARE TECH LT,CHKP,V,+,OR,19.08,238499,57287951,75131158,1,32902525,180,32902525,118577561,0.096904173,0.497182634
9/30/2006,M8825810,TTI TEAM TELECOM INTL LTD,TTIL,V,+,OR,3.53,15414,3849597,4484929,3,3291585,15,1301005,4631465,0.184503712,0.300471325
12/31/2006,141310,AIM EQUITY FDS INC,CHTR,I,7,CMA,15.83,,13363,13363,0,,2,10070,13363,0.628598836,
12/31/2006,00206R10,AT&T INC,T,A,0,COM,35.75,3842902,890745369,1275428230,2,460413515,1109,258163550,2570557098,0.033689529,0.668910396
12/31/2006,00246W10,AXT INC,AXTI,V,0,COM,4.72,28997,8027763,11620187,2,4927924,53,3070500,15546696,0.081053456,0.536148429
12/31/2006,256410,ABATIX CORP,ABIX,F,0,COM,6.78,1711,24914,24914,0,,4,18814,24914,0.607527151,0.014561075
12/31/2006,289620,ABERCROMBIE & FITCH CO,ANF,A,0,CMA,69.63,88246,24071973,35283625,3,16704831,320,6151789,78025485,0.027982868,0.884181549
12/31/2006,00509L10,ACURA PHARMACEUTICALS INC,ACUR,F,0,COM,0.74,330564,6184524,6205524,0,,7,5919799,6205524,0.910913412,0.018772534
12/31/2006,786510,AEROPOSTALE,ARO,A,0,COM,30.87,52573,13853850,21513279,2,7131100,195,4451864,54415631,0.023659393,1.035048999
12/31/2006,801530,AEROSONIC CORP DEL,AIM,B,0,COM,6.66,3572,535772,572693,1,347518,11,347518,572893,0.407743493,0.160384379
12/31/2006,00817Y10,AETNA INC NEW,AET,A,0,COM,43.18,522000,153889335,209312272,3,112806102,485,45274788,450184867,0.032879899,0.862423117
12/31/2006,1736110,ALLEGHENY ENERGY INC,AYE,A,0,COM,45.91,165263,39798902,65764797,2,19433805,297,11068950,133436459,0.031787404,0.807418835
12/31/2006,1977710,ALLOS THERAPEUTICS INC,ALTH,V,0,COM,5.85,55874,11092816,13804368,1,6629493,46,6629493,16376173,0.190713895,0.293091116
12/31/2006,01988P10,ALLSCRIPTS HEALTHCARE SOLUTI,MDRX,V,0,COM,26.99,53671,19108614,26405502,3,14500192,188,6226833,60038880,0.031484478,1.118646569
12/31/2006,2313510,AMAZON COM INC,AMZN,V,0,COM,39.46,411923,180739439,222645416,3,149404338,266,102300010,302122983,0.138307835,0.733445287
12/31/2006,2317710,AMBASSADORS GROUP INC,EPAX,V,0,COM,30.35,20787,6320029,8769604,3,4426659,89,2210985,14010354,0.058178548,0.673995959
12/31/2006,2343610,AMEDISYS INC,AMED,V,0,COM,32.87,19252,8314772,12094308,5,8314772,148,3476173,25506811,0.038250394,1.324891492
12/31/2006,2358610,AMERCO,UHAL,V,0,COM,87.01,21285,3390544,4530728,1,1895239,85,1895239,6493185,0.108779877,0.305059197
12/31/2006,2535310,AMERICAN DENTAL PARTNERS,ADPI,V,0,COM,18.89,12312,5751637,8220030,5,5751637,46,2107894,10141618,0.090326353,0.823718161
12/31/2006,2687410,AMERICAN INTL GROUP INC,AIG,A,0,COM,71.66,2599721,499427835,756139930,1,152301755,1245,152301755,1736015928,0.0255187,0.667770091
12/31/2006,3011110,AMERICAN SUPERCONDUCTOR CORP,AMSC,V,0,COM,9.81,33374,9294332,11743105,2,6619737,80,4512400,15969311,0.114515072,0.478495565
