BEST_EDGAR_TICKER,AUDITOR_FKEY,AUDITOR_NAME,SIG_DATE_OF_OP_X,GOING_CONCERN,FISCAL_YEAR_OF_OP,FISCAL_YEAR_END_OP,OP_AUD_PCAOB,FTP_FILE_FKEY,FILE_DATE,FILE_SIZE
CECO,2,Ernst & Young LLP,20080228,0,2007,31DEC2007,1,edgar/data/1046568/0001193125-08-041800.txt,2008-02-28,1 MB
CECO,2,Ernst & Young LLP,20140227,0,2013,31DEC2013,1,edgar/data/1046568/0001193125-14-071178.txt,2014-02-27,14 MB
CECO,2,Ernst & Young LLP,20060227,0,2005,31DEC2005,1,edgar/data/1046568/0001047469-06-002884.txt,2006-03-06,1 MB
CECO,2,Ernst & Young LLP,20040129,0,2003,31DEC2003,1,edgar/data/1046568/0001047469-04-007630.txt,2004-03-12,979 KB
CECO,2,Ernst & Young LLP,20090220,0,2008,31DEC2008,1,edgar/data/1046568/0001193125-09-034169.txt,2009-02-20,1 MB
CECO,2,Ernst & Young LLP,20050315,0,2004,31DEC2004,1,edgar/data/1046568/0001047469-05-006640.txt,2005-03-16,1 MB
CECO,5,Arthur Andersen LLP,20020129,0,2001,31DEC2001,0,edgar/data/1046568/0000912057-02-010808.txt,2002-03-21,668 KB
CECO,5,Arthur Andersen LLP,20010131,0,2000,31DEC2000,0,edgar/data/1046568/0000950131-01-500406.txt,2001-03-30,578 KB
CECO,5,Arthur Andersen LLP,20000201,0,1999,31DEC1999,0,edgar/data/1046568/0000950131-00-002097.txt,2000-03-29,1 MB
CECO,2,Ernst & Young LLP,20070228,0,2006,31DEC2006,1,edgar/data/1046568/0001104659-07-015642.txt,2007-03-01,4 MB
CECO,2,Ernst & Young LLP,20030123,0,2002,31DEC2002,1,edgar/data/1046568/0001047469-03-008241.txt,2003-03-10,1 MB
CERS,2,Ernst & Young LLP,20150316,0,2014,31DEC2014,1,edgar/data/1020214/0001193125-15-094038.txt,2015-03-16,10 MB
CERS,2,Ernst & Young LLP,20140307,0,2013,31DEC2013,1,edgar/data/1020214/0001193125-14-089394.txt,2014-03-07,11 MB
CERS,2,Ernst & Young LLP,20130312,0,2012,31DEC2012,1,edgar/data/1020214/0001193125-13-103031.txt,2013-03-12,11 MB
CERS,2,Ernst & Young LLP,20110316,0,2010,31DEC2010,1,edgar/data/1020214/0001193125-11-068699.txt,2011-03-16,1 MB
CERS,2,Ernst & Young LLP,20120305,0,2011,31DEC2011,1,edgar/data/1020214/0001193125-12-096720.txt,2012-03-05,4 MB
CERS,2,Ernst & Young LLP,20100311,0,2009,31DEC2009,1,edgar/data/1020214/0001193125-10-052917.txt,2010-03-11,1 MB
CERS,2,Ernst & Young LLP,20080226,0,2007,31DEC2007,1,edgar/data/1020214/0001193125-08-040114.txt,2008-02-27,2 MB
CERS,2,Ernst & Young LLP,20070209,0,2006,31DEC2006,1,edgar/data/1020214/0001193125-07-039236.txt,2007-02-26,1 MB
CERS,2,Ernst & Young LLP,20060222,0,2005,31DEC2005,1,edgar/data/1020214/0001193125-06-039464.txt,2006-02-27,820 KB
CERS,2,Ernst & Young LLP,20040123,0,2003,31DEC2003,1,edgar/data/1020214/0001047469-04-007996.txt,2004-03-15,547 KB
CERS,2,Ernst & Young LLP,20030130,0,2002,31DEC2002,1,edgar/data/1020214/0001047469-03-010865.txt,2003-03-28,681 KB
CERS,2,Ernst & Young LLP,20020124,0,2001,31DEC2001,1,edgar/data/1020214/0000912057-02-012771.txt,2002-04-01,1 MB
CERS,2,Ernst & Young LLP,20010212,0,2000,31DEC2000,1,edgar/data/1020214/0000912057-01-008099.txt,2001-03-26,481 KB
CERS,2,Ernst & Young LLP,20000216,0,1999,31DEC1999,1,edgar/data/1020214/0000891618-00-001855.txt,2000-03-30,1 MB
CERS,2,Ernst & Young LLP,20050311,0,2004,31DEC2004,1,edgar/data/1020214/0001104659-05-011486.txt,2005-03-16,1 MB
CERS,2,Ernst & Young LLP,20090310,1,2008,31DEC2008,1,edgar/data/1020214/0001193125-09-053576.txt,2009-03-13,1 MB
CGA,106,Kabani & Company Inc,20140915,0,2014,30JUN2014,1,edgar/data/857949/0001144204-14-055877.txt,2014-09-15,12 MB
CGA,106,Kabani & Company Inc,20120913,0,2012,30JUN2012,1,edgar/data/857949/0001144204-12-051214.txt,2012-09-13,1 MB
CGA,106,Kabani & Company Inc,20110912,0,2011,30JUN2011,1,edgar/data/857949/0001144204-11-052457.txt,2011-09-12,2 MB
CGA,106,Kabani & Company Inc,20100903,0,2010,30JUN2010,1,edgar/data/857949/0001144204-10-048272.txt,2010-09-07,6 MB
CGA,106,Kabani & Company Inc,20090908,0,2009,30JUN2009,1,edgar/data/857949/0001144204-09-048889.txt,2009-09-17,1 MB
CGA,106,Kabani & Company Inc,20080919,0,2008,30JUN2008,1,edgar/data/857949/0001144204-08-054753.txt,2008-09-26,1 MB
CGA,799,Schumacher & Associates Inc,20070921,1,2007,30JUN2007,1,edgar/data/857949/0001269678-07-000304.txt,2007-10-01,111 KB
CGA,799,Schumacher & Associates Inc,20070515,1,2006,30JUN2006,1,edgar/data/857949/0001269678-07-000151.txt,2007-05-24,130 KB
CGA,106,Kabani & Company Inc,20130912,0,2013,30JUN2013,1,edgar/data/857949/0001144204-13-050514.txt,2013-09-12,18 MB
CHE,1,PricewaterhouseCoopers LLP,20150227,0,2014,31DEC2014,1,edgar/data/19584/0001157523-15-000756.txt,2015-02-27,17 MB
CHE,1,PricewaterhouseCoopers LLP,20110228,0,2010,31DEC2010,1,edgar/data/19584/0000950123-11-019686.txt,2011-02-28,5 MB
CHE,1,PricewaterhouseCoopers LLP,20120227,0,2011,31DEC2011,1,edgar/data/19584/0001157523-12-001051.txt,2012-02-27,22 MB
CHE,1,PricewaterhouseCoopers LLP,20140227,0,2013,31DEC2013,1,edgar/data/19584/0001157523-14-000846.txt,2014-02-27,23 MB
CHE,1,PricewaterhouseCoopers LLP,20100226,0,2009,31DEC2009,1,edgar/data/19584/0000950123-10-017609.txt,2010-02-26,1 MB
CHE,1,PricewaterhouseCoopers LLP,20080228,0,2007,31DEC2007,1,edgar/data/19584/0000950152-08-001503.txt,2008-02-28,1 MB
CHE,1,PricewaterhouseCoopers LLP,20130227,0,2012,31DEC2012,1,edgar/data/19584/0001157523-13-001064.txt,2013-02-27,22 MB
CHE,1,PricewaterhouseCoopers LLP,20070228,0,2006,31DEC2006,1,edgar/data/19584/0000950152-07-001581.txt,2007-02-28,1 MB
CHE,1,PricewaterhouseCoopers LLP,20060316,0,2005,31DEC2005,1,edgar/data/19584/0000950152-06-002164.txt,2006-03-16,452 KB
CHE,1,PricewaterhouseCoopers LLP,20050322,0,2004,31DEC2004,1,edgar/data/19584/0000950152-05-002641.txt,2005-03-28,883 KB
CHE,1,PricewaterhouseCoopers LLP,20040305,0,2003,31DEC2003,1,edgar/data/19584/0000950152-04-001868.txt,2004-03-12,1 MB
CHE,1,PricewaterhouseCoopers LLP,20090227,0,2008,31DEC2008,1,edgar/data/19584/0000950152-09-001893.txt,2009-02-27,1 MB
CHE,1,PricewaterhouseCoopers LLP,20030207,0,2002,31DEC2002,1,edgar/data/19584/0000950152-03-003584.txt,2003-03-28,422 KB
CHE,1,PricewaterhouseCoopers LLP,20010205,0,2000,31DEC2000,1,edgar/data/19584/0000950152-01-001708.txt,2001-03-28,352 KB
CHE,1,PricewaterhouseCoopers LLP,20000201,0,1999,31DEC1999,1,edgar/data/19584/0000950152-00-002340.txt,2000-03-29,1 MB
CHE,1,PricewaterhouseCoopers LLP,20020204,0,2001,31DEC2001,1,edgar/data/19584/0001021408-02-004235.txt,2002-03-28,278 KB
CHKP,2,Ernst & Young LLP,20140328,0,2013,31DEC2013,1,edgar/data/1015922/0001193125-14-121617.txt,2014-03-28,9 MB
CHKP,2,Ernst & Young LLP,20130319,0,2012,31DEC2012,1,edgar/data/1015922/0001193125-13-115148.txt,2013-03-19,10 MB
CHKP,2,Ernst & Young LLP,20110331,0,2010,31DEC2010,1,edgar/data/1015922/0001193125-11-086946.txt,2011-04-01,6 MB
CHKP,2,Ernst & Young LLP,20120409,0,2011,31DEC2011,1,edgar/data/1015922/0001193125-12-155119.txt,2012-04-09,11 MB
CHKP,2,Ernst & Young LLP,20100329,0,2009,31DEC2009,1,edgar/data/1015922/0001178913-10-000926.txt,2010-03-29,4 MB
CHKP,2,Ernst & Young LLP,20090303,0,2008,31DEC2008,1,edgar/data/1015922/0001178913-09-000543.txt,2009-03-05,1 MB
CHKP,2,Ernst & Young LLP,20080228,0,2007,31DEC2007,1,edgar/data/1015922/0001178913-08-000543.txt,2008-03-03,1 MB
CHKP,2,Ernst & Young LLP,20070314,0,2006,31DEC2006,1,edgar/data/1015922/0001178913-07-000527.txt,2007-03-15,1 MB
CHKP,2,Ernst & Young LLP,20060129,0,2005,31DEC2005,1,edgar/data/1015922/0001178913-06-000432.txt,2006-03-13,2 MB
CHKP,2,Ernst & Young LLP,20050331,0,2004,31DEC2004,1,edgar/data/1015922/0001178913-05-000476.txt,2005-04-04,1 MB
CHKP,2,Ernst & Young LLP,20040120,0,2003,31DEC2003,1,edgar/data/1015922/0001178913-04-000390.txt,2004-03-30,1 MB
CHKP,2,Ernst & Young LLP,20030121,0,2002,31DEC2002,1,edgar/data/1015922/0001178913-03-000149.txt,2003-03-27,1 MB
CHKP,2,Ernst & Young LLP,20020114,0,2001,31DEC2001,1,edgar/data/1015922/0000950123-02-002761.txt,2002-03-21,329 KB
CHKP,2,Ernst & Young LLP,20010117,0,2000,31DEC2000,1,edgar/data/1015922/0000950123-01-503790.txt,2001-06-25,390 KB
CHKP,2,Ernst & Young LLP,20000131,0,1999,31DEC1999,1,edgar/data/1015922/0000950123-00-006128.txt,2000-06-28,1 MB
CHTR,4,KPMG LLP,20150223,0,2014,31DEC2014,1,edgar/data/1091667/0001091667-15-000049.txt,2015-02-24,34 MB
CHTR,4,KPMG LLP,20140220,0,2013,31DEC2013,1,edgar/data/1091667/0001091667-14-000080.txt,2014-02-21,29 MB
CHTR,4,KPMG LLP,20130221,0,2012,31DEC2012,1,edgar/data/1091667/0001091667-13-000020.txt,2013-02-22,29 MB
CHTR,4,KPMG LLP,20120224,0,2011,31DEC2011,1,edgar/data/1091667/0001091667-12-000026.txt,2012-02-27,36 MB
CHTR,4,KPMG LLP,20110228,0,2010,31DEC2010,1,edgar/data/1091667/0001091667-11-000029.txt,2011-03-01,6 MB
CHTR,4,KPMG LLP,20100226,0,2009,31DEC2009,1,edgar/data/1091667/0001091667-10-000019.txt,2010-02-26,7 MB
CHTR,4,KPMG LLP,20090313,1,2008,31DEC2008,1,edgar/data/1091667/0001091667-09-000038.txt,2009-03-16,4 MB
CHTR,4,KPMG LLP,20080226,0,2007,31DEC2007,1,edgar/data/1091667/0001091667-08-000004.txt,2008-02-27,4 MB
CHTR,4,KPMG LLP,20040301,0,2003,31DEC2003,1,edgar/data/1091667/0000950137-04-001876.txt,2004-03-15,1 MB
CHTR,4,KPMG LLP,20050301,0,2004,31DEC2004,1,edgar/data/1091667/0000950137-05-002540.txt,2005-03-03,2 MB
CHTR,4,KPMG LLP,20030414,0,2002,31DEC2002,1,edgar/data/1091667/0000950123-03-004266.txt,2003-04-15,2 MB
CHTR,5,Arthur Andersen LLP,20000302,0,1999,31DEC1999,0,edgar/data/1091667/0000950123-00-008794.txt,2000-09-22,1 MB
CHTR,5,Arthur Andersen LLP,20020129,0,2001,31DEC2001,0,edgar/data/1091667/0000950123-02-003204.txt,2002-03-29,1 MB
CHTR,5,Arthur Andersen LLP,20010208,0,2000,31DEC2000,0,edgar/data/1091667/0000950123-01-002038.txt,2001-03-06,2 MB
CHTR,5,Arthur Andersen LLP,20000302,0,1998,31DEC1998,0,edgar/data/1091667/0000950124-00-001846.txt,2000-03-30,1 MB
CHTR,4,KPMG LLP,20070227,0,2006,31DEC2006,1,edgar/data/1091667/0001091667-07-000015.txt,2007-02-28,4 MB
CHTR,4,KPMG LLP,20060227,0,2005,31DEC2005,1,edgar/data/1091667/0001091667-06-000093.txt,2006-02-28,4 MB
CI,1,PricewaterhouseCoopers LLP,20150226,0,2014,31DEC2014,1,edgar/data/701221/0001047469-15-001276.txt,2015-02-26,37 MB
CI,1,PricewaterhouseCoopers LLP,20140227,0,2013,31DEC2013,1,edgar/data/701221/0001047469-14-001502.txt,2014-02-27,35 MB
CI,1,PricewaterhouseCoopers LLP,20120223,0,2011,31DEC2011,1,edgar/data/701221/0001308179-12-000042.txt,2012-02-23,33 MB
CI,1,PricewaterhouseCoopers LLP,20110225,0,2010,31DEC2010,1,edgar/data/701221/0001308179-11-000024.txt,2011-02-25,3 MB
CI,1,PricewaterhouseCoopers LLP,20130228,0,2012,31DEC2012,1,edgar/data/701221/0001047469-13-001925.txt,2013-02-28,40 MB
CI,1,PricewaterhouseCoopers LLP,20100225,0,2009,31DEC2009,1,edgar/data/701221/0000950123-10-016612.txt,2010-02-25,7 MB
CI,1,PricewaterhouseCoopers LLP,20080228,0,2007,31DEC2007,1,edgar/data/701221/0000950159-08-000407.txt,2008-02-29,7 MB
CI,1,PricewaterhouseCoopers LLP,20090226,0,2008,31DEC2008,1,edgar/data/701221/0000893220-09-000405.txt,2009-02-26,2 MB
CI,1,PricewaterhouseCoopers LLP,20070228,0,2006,31DEC2006,1,edgar/data/701221/0000950159-07-000285.txt,2007-02-28,4 MB
CI,1,PricewaterhouseCoopers LLP,20060222,0,2005,31DEC2005,1,edgar/data/701221/0000950159-06-000332.txt,2006-02-23,4 MB
CI,1,PricewaterhouseCoopers LLP,20030206,0,2002,31DEC2002,1,edgar/data/701221/0000950159-03-000165.txt,2003-02-28,1 MB
CI,1,PricewaterhouseCoopers LLP,20040205,0,2003,31DEC2003,1,edgar/data/701221/0000950159-04-000243.txt,2004-02-27,2 MB
CI,1,PricewaterhouseCoopers LLP,20050228,0,2004,31DEC2004,1,edgar/data/701221/0000950159-05-000256.txt,2005-03-04,3 MB
CI,1,PricewaterhouseCoopers LLP,20020207,0,2001,31DEC2001,1,edgar/data/701221/0000950159-02-000124.txt,2002-02-28,1 MB
CI,1,PricewaterhouseCoopers LLP,20010208,0,2000,31DEC2000,1,edgar/data/701221/0000950159-01-500013.txt,2001-03-08,1 MB
CISG,3,Deloitte & Touche LLP,20140429,0,2013,31DEC2013,1,edgar/data/1413855/0001171843-14-001968.txt,2014-04-29,24 MB
CISG,3,Deloitte & Touche LLP,20130424,0,2012,31DEC2012,1,edgar/data/1413855/0001104659-13-032184.txt,2013-04-24,22 MB
CISG,3,Deloitte & Touche LLP,20120424,0,2011,31DEC2011,1,edgar/data/1413855/0001104659-12-027563.txt,2012-04-24,24 MB
CISG,3,Deloitte & Touche LLP,20110504,0,2010,31DEC2010,1,edgar/data/1413855/0000950123-11-044331.txt,2011-05-04,3 MB
CISG,3,Deloitte & Touche LLP,20090515,0,2008,31DEC2008,1,edgar/data/1413855/0001362310-09-007689.txt,2009-05-15,1 MB
CISG,3,Deloitte & Touche LLP,20100507,0,2009,31DEC2009,1,edgar/data/1413855/0000950123-10-046452.txt,2010-05-07,1 MB
CISG,3,Deloitte & Touche LLP,20080620,0,2007,31DEC2007,1,edgar/data/1413855/0001193125-08-137300.txt,2008-06-20,1 MB
CISG,3,Deloitte & Touche LLP,20070817,0,2006,31DEC2006,1,edgar/data/1413855/0001193125-07-216115.txt,2007-10-10,7 MB
CIT,1,PricewaterhouseCoopers LLP,20150220,0,2014,31DEC2014,1,edgar/data/1171825/0000891092-15-001413.txt,2015-02-20,43 MB
CIT,1,PricewaterhouseCoopers LLP,20140228,0,2013,31DEC2013,1,edgar/data/1171825/0000891092-14-001710.txt,2014-02-28,40 MB
CIT,1,PricewaterhouseCoopers LLP,20130301,0,2012,31DEC2012,1,edgar/data/1171825/0000891092-13-001912.txt,2013-03-01,63 MB
CIT,1,PricewaterhouseCoopers LLP,20110301,0,2010,31DEC2010,1,edgar/data/1171825/0000891092-11-001682.txt,2011-03-10,55 MB
CIT,1,PricewaterhouseCoopers LLP,20100316,0,2009,31DEC2009,1,edgar/data/1171825/0000891092-10-001036.txt,2010-03-16,2 MB
CIT,1,PricewaterhouseCoopers LLP,20120229,0,2011,31DEC2011,1,edgar/data/1171825/0000891092-12-001312.txt,2012-02-29,46 MB
CIT,1,PricewaterhouseCoopers LLP,20090228,0,2008,31DEC2008,1,edgar/data/1171825/0000891092-09-000950.txt,2009-03-02,3 MB
CIT,1,PricewaterhouseCoopers LLP,20080229,0,2007,31DEC2007,1,edgar/data/1171825/0000891092-08-001339.txt,2008-02-29,3 MB
CIT,1,PricewaterhouseCoopers LLP,20070228,0,2006,31DEC2006,1,edgar/data/1171825/0000891092-07-000692.txt,2007-03-01,3 MB
CIT,1,PricewaterhouseCoopers LLP,20060302,0,2005,31DEC2005,1,edgar/data/1171825/0000891092-06-000549.txt,2006-03-06,2 MB
CIT,1,PricewaterhouseCoopers LLP,20050304,0,2004,31DEC2004,1,edgar/data/1171825/0000891092-05-000454.txt,2005-03-07,649 KB
CIT,1,PricewaterhouseCoopers LLP,20040122,0,2003,31DEC2003,1,edgar/data/1171825/0000891092-04-001197.txt,2004-03-09,648 KB
CIT,1,PricewaterhouseCoopers LLP,20030123,0,2002,31DEC2002,1,edgar/data/1171825/0000891092-03-000267.txt,2003-02-26,1 MB
CMA,2,Ernst & Young LLP,20150217,0,2014,31DEC2014,1,edgar/data/28412/0000028412-15-000031.txt,2015-02-17,51 MB
CMA,2,Ernst & Young LLP,20140214,0,2013,31DEC2013,1,edgar/data/28412/0000028412-14-000067.txt,2014-02-14,49 MB
CMA,2,Ernst & Young LLP,20120221,0,2011,31DEC2011,1,edgar/data/28412/0000028412-12-000031.txt,2012-02-21,51 MB
CMA,2,Ernst & Young LLP,20110228,0,2010,31DEC2010,1,edgar/data/28412/0001193125-11-049884.txt,2011-02-28,42 MB
CMA,2,Ernst & Young LLP,20100225,0,2009,31DEC2009,1,edgar/data/28412/0001047469-10-001314.txt,2010-02-25,4 MB
CMA,2,Ernst & Young LLP,20130219,0,2012,31DEC2012,1,edgar/data/28412/0000028412-13-000034.txt,2013-02-19,51 MB
CMA,2,Ernst & Young LLP,20080220,0,2007,31DEC2007,1,edgar/data/28412/0000950124-08-000815.txt,2008-02-26,3 MB
CMA,2,Ernst & Young LLP,20060214,0,2005,31DEC2005,1,edgar/data/28412/0000950124-06-000963.txt,2006-03-03,2 MB
CMA,2,Ernst & Young LLP,20070214,0,2006,31DEC2006,1,edgar/data/28412/0000950124-07-001147.txt,2007-02-27,3 MB
CMA,2,Ernst & Young LLP,20040115,0,2003,31DEC2003,1,edgar/data/28412/0000950124-04-000754.txt,2004-03-09,2 MB
CMA,2,Ernst & Young LLP,20030116,0,2002,31DEC2002,1,edgar/data/28412/0000950124-03-001029.txt,2003-03-31,2 MB
CMA,2,Ernst & Young LLP,20020116,0,2001,31DEC2001,1,edgar/data/28412/0000950124-02-001144.txt,2002-04-01,492 KB
CMA,2,Ernst & Young LLP,20010122,0,2000,31DEC2000,1,edgar/data/28412/0000950124-01-001926.txt,2001-04-02,352 KB
CMA,2,Ernst & Young LLP,20090220,0,2008,31DEC2008,1,edgar/data/28412/0001047469-09-001746.txt,2009-02-24,5 MB
CMA,2,Ernst & Young LLP,20050218,0,2004,31DEC2004,1,edgar/data/28412/0000950124-05-001234.txt,2005-03-03,2 MB
CMS,1,PricewaterhouseCoopers LLP,20120223,0,2011,31DEC2011,1,edgar/data/811156/0001193125-12-074276.txt,2012-02-23,44 MB
CMS,1,PricewaterhouseCoopers LLP,20140206,0,2013,31DEC2013,1,edgar/data/811156/0001104659-14-006974.txt,2014-02-06,91 MB
CMS,1,PricewaterhouseCoopers LLP,20130221,0,2012,31DEC2012,1,edgar/data/811156/0001047469-13-001373.txt,2013-02-21,78 MB
CMS,1,PricewaterhouseCoopers LLP,20100301,0,2009,31DEC2009,1,edgar/data/811156/0000950123-10-018474.txt,2010-03-01,3 MB
CMS,1,PricewaterhouseCoopers LLP,20110224,0,2010,31DEC2010,1,edgar/data/811156/0000950123-11-017966.txt,2011-02-24,36 MB
CMS,1,PricewaterhouseCoopers LLP,20080220,0,2007,31DEC2007,1,edgar/data/811156/0000950124-08-000749.txt,2008-02-21,5 MB
CMS,2,Ernst & Young LLP,20070221,0,2006,31DEC2006,1,edgar/data/811156/0000950124-07-001061.txt,2007-02-23,1 MB
CMS,2,Ernst & Young LLP,20060222,0,2005,31DEC2005,1,edgar/data/811156/0000950124-06-000851.txt,2006-02-24,1 MB
CMS,2,Ernst & Young LLP,20050307,0,2004,31DEC2004,1,edgar/data/811156/0000950124-05-001425.txt,2005-03-10,2 MB
CMS,2,Ernst & Young LLP,20040227,0,2003,31DEC2003,1,edgar/data/811156/0000950124-04-000855.txt,2004-03-12,3 MB
CMS,2,Ernst & Young LLP,20030314,0,2002,31DEC2002,1,edgar/data/811156/0000950124-03-001055.txt,2003-03-31,857 KB
CMS,1,PricewaterhouseCoopers LLP,20090225,0,2008,31DEC2008,1,edgar/data/811156/0000950152-09-001765.txt,2009-02-25,5 MB
CMS,1,PricewaterhouseCoopers LLP,20150205,0,2014,31DEC2014,1,edgar/data/811156/0001104659-15-006843.txt,2015-02-05,93 MB
CMS,5,Arthur Andersen LLP,20020322,0,2001,31DEC2001,0,edgar/data/811156/0000950124-02-001143.txt,2002-03-29,1 MB
CMS,5,Arthur Andersen LLP,20010202,0,2000,31DEC2000,0,edgar/data/811156/0000950124-01-001548.txt,2001-03-23,991 KB
CMS,5,Arthur Andersen LLP,20000204,0,1999,31DEC1999,0,edgar/data/811156/0000950124-00-001799.txt,2000-03-30,1 MB
CNC,4,KPMG LLP,20150223,0,2014,31DEC2014,1,edgar/data/1071739/0001071739-15-000034.txt,2015-02-23,19 MB
CNC,4,KPMG LLP,20140221,0,2013,31DEC2013,1,edgar/data/1071739/0001071739-14-000033.txt,2014-02-21,28 MB
CNC,4,KPMG LLP,20130218,0,2012,31DEC2012,1,edgar/data/1071739/0001071739-13-000024.txt,2013-02-19,17 MB
CNC,4,KPMG LLP,20100221,0,2009,31DEC2009,1,edgar/data/1071739/0001071739-10-000009.txt,2010-02-22,3 MB
CNC,4,KPMG LLP,20090222,0,2008,31DEC2008,1,edgar/data/1071739/0001071739-09-000007.txt,2009-02-23,6 MB
CNC,4,KPMG LLP,20080225,0,2007,31DEC2007,1,edgar/data/1071739/0001071739-08-000010.txt,2008-02-25,7 MB
CNC,4,KPMG LLP,20060223,0,2005,31DEC2005,1,edgar/data/1071739/0001193125-06-038095.txt,2006-02-24,5 MB
CNC,4,KPMG LLP,20120220,0,2011,31DEC2011,1,edgar/data/1071739/0001071739-12-000006.txt,2012-02-21,26 MB
CNC,4,KPMG LLP,20070222,0,2006,31DEC2006,1,edgar/data/1071739/0001071739-07-000012.txt,2007-02-23,8 MB
CNC,1,PricewaterhouseCoopers LLP,20050224,0,2004,31DEC2004,1,edgar/data/1071739/0001193125-05-036156.txt,2005-02-24,2 MB
CNC,1,PricewaterhouseCoopers LLP,20040209,0,2003,31DEC2003,1,edgar/data/1071739/0000950137-04-001221.txt,2004-02-25,3 MB
CNC,5,Arthur Andersen LLP,20020201,0,2001,31DEC2001,0,edgar/data/1071739/0000950134-02-002985.txt,2002-03-29,236 KB
CNC,1,PricewaterhouseCoopers LLP,20030214,0,2002,31DEC2002,1,edgar/data/1071739/0000950134-03-003059.txt,2003-02-25,1 MB
CNC,4,KPMG LLP,20110221,0,2010,31DEC2010,1,edgar/data/1071739/0001071739-11-000012.txt,2011-02-22,26 MB
CNX,2,Ernst & Young LLP,20150206,0,2014,31DEC2014,1,edgar/data/1070412/0001070412-15-000009.txt,2015-02-06,53 MB
CNX,2,Ernst & Young LLP,20110210,0,2010,31DEC2010,1,edgar/data/1070412/0001193125-11-030435.txt,2011-02-10,39 MB
CNX,2,Ernst & Young LLP,20100209,0,2009,31DEC2009,1,edgar/data/1070412/0001193125-10-025522.txt,2010-02-09,9 MB
CNX,2,Ernst & Young LLP,20120210,0,2011,31DEC2011,1,edgar/data/1070412/0001070412-12-000008.txt,2012-02-10,50 MB
CNX,1,PricewaterhouseCoopers LLP,20080218,0,2007,31DEC2007,1,edgar/data/1070412/0001193125-08-033184.txt,2008-02-19,5 MB
CNX,1,PricewaterhouseCoopers LLP,20070219,0,2006,31DEC2006,1,edgar/data/1070412/0001193125-07-034823.txt,2007-02-20,3 MB
CNX,2,Ernst & Young LLP,20090217,0,2008,31DEC2008,1,edgar/data/1070412/0001193125-09-030578.txt,2009-02-17,4 MB
CNX,1,PricewaterhouseCoopers LLP,20050228,0,2004,31DEC2004,1,edgar/data/1070412/0001193125-05-038419.txt,2005-02-28,3 MB
CNX,1,PricewaterhouseCoopers LLP,20040220,0,2003,31DEC2003,1,edgar/data/1070412/0001193125-04-039975.txt,2004-03-12,4 MB
CNX,2,Ernst & Young LLP,20140207,0,2013,31DEC2013,1,edgar/data/1070412/0001070412-14-000005.txt,2014-02-07,50 MB
CNX,1,PricewaterhouseCoopers LLP,20030127,0,2002,31DEC2002,1,edgar/data/1070412/0000927016-03-001246.txt,2003-03-21,3 MB
CNX,1,PricewaterhouseCoopers LLP,20060220,0,2005,31DEC2005,1,edgar/data/1070412/0001193125-06-054754.txt,2006-03-15,3 MB
CNX,2,Ernst & Young LLP,20010822,0,2001,30JUN2001,1,edgar/data/1070412/0000927016-01-502988.txt,2001-09-28,662 KB
CNX,2,Ernst & Young LLP,20000719,0,2000,30JUN2000,1,edgar/data/1070412/0000950132-00-000745.txt,2000-09-28,1 MB
CNX,2,Ernst & Young LLP,20130207,0,2012,31DEC2012,1,edgar/data/1070412/0001070412-13-000011.txt,2013-02-07,49 MB
COO,4,KPMG LLP,20141219,0,2014,31OCT2014,1,edgar/data/711404/0000711404-14-000017.txt,2014-12-19,18 MB
COO,4,KPMG LLP,20111216,0,2011,31OCT2011,1,edgar/data/711404/0001193125-11-343993.txt,2011-12-16,14 MB
COO,4,KPMG LLP,20131220,0,2013,31OCT2013,1,edgar/data/711404/0000711404-13-000012.txt,2013-12-20,16 MB
COO,4,KPMG LLP,20121219,0,2012,31OCT2012,1,edgar/data/711404/0000711404-12-000011.txt,2012-12-20,16 MB
COO,4,KPMG LLP,20081219,0,2008,31OCT2008,1,edgar/data/711404/0001193125-08-257120.txt,2008-12-19,2 MB
COO,4,KPMG LLP,20101217,0,2010,31OCT2010,1,edgar/data/711404/0001193125-10-283357.txt,2010-12-17,8 MB
COO,4,KPMG LLP,20071221,0,2007,31OCT2007,1,edgar/data/711404/0001193125-07-270797.txt,2007-12-26,2 MB
COO,4,KPMG LLP,20061222,0,2006,31OCT2006,1,edgar/data/711404/0001193125-06-259322.txt,2006-12-26,1 MB
COO,4,KPMG LLP,20091218,0,2009,31OCT2009,1,edgar/data/711404/0001193125-09-256112.txt,2009-12-21,2 MB
COO,4,KPMG LLP,20060117,0,2005,31OCT2005,1,edgar/data/711404/0001193125-06-007300.txt,2006-01-17,1 MB
COO,4,KPMG LLP,20031210,0,2003,31OCT2003,1,edgar/data/711404/0000950117-04-000415.txt,2004-01-28,404 KB
COO,4,KPMG LLP,20021211,0,2002,31OCT2002,1,edgar/data/711404/0000950117-03-000230.txt,2003-01-27,287 KB
COO,4,KPMG LLP,20041210,0,2004,31OCT2004,1,edgar/data/711404/0001193125-05-006454.txt,2005-01-14,1 MB
COO,4,KPMG LLP,20001208,0,2000,31OCT2000,1,edgar/data/711404/0000950117-01-000155.txt,2001-01-26,356 KB
COO,4,KPMG LLP,20011210,0,2001,31OCT2001,1,edgar/data/711404/0000950117-02-000121.txt,2002-01-25,266 KB
