BEST_EDGAR_TICKER,AUDITOR_FKEY,AUDITOR_NAME,SIG_DATE_OF_OP_X,GOING_CONCERN,FISCAL_YEAR_OF_OP,FISCAL_YEAR_END_OP,OP_AUD_PCAOB,FTP_FILE_FKEY,FILE_DATE,FILE_SIZE
AAPL,4,KPMG LLP,20051129,0,2005,24SEP2005,1,edgar/data/320193/0001104659-05-058421.txt,2005-12-01,3 MB
AAPL,2,Ernst & Young LLP,20121031,0,2012,29SEP2012,1,edgar/data/320193/0001193125-12-444068.txt,2012-10-31,9 MB
AAPL,4,KPMG LLP,20071115,0,2007,29SEP2007,1,edgar/data/320193/0001047469-07-009340.txt,2007-11-15,1 MB
AAPL,4,KPMG LLP,20061229,0,2006,30SEP2006,1,edgar/data/320193/0001104659-06-084288.txt,2006-12-29,4 MB
AAPL,2,Ernst & Young LLP,20091027,0,2009,26SEP2009,1,edgar/data/320193/0001193125-09-214859.txt,2009-10-27,2 MB
AAPL,2,Ernst & Young LLP,20101027,0,2010,25SEP2010,1,edgar/data/320193/0001193125-10-238044.txt,2010-10-27,13 MB
AAPL,2,Ernst & Young LLP,20141027,0,2014,27SEP2014,1,edgar/data/320193/0001193125-14-383437.txt,2014-10-27,12 MB
AAPL,4,KPMG LLP,20081104,0,2008,27SEP2008,1,edgar/data/320193/0001193125-08-224958.txt,2008-11-05,1 MB
AAPL,4,KPMG LLP,20001017,0,2000,30SEP2000,1,edgar/data/320193/0000912057-00-053623.txt,2000-12-14,1 MB
AAPL,4,KPMG LLP,20031014,0,2003,27SEP2003,1,edgar/data/320193/0001047469-03-041604.txt,2003-12-19,2 MB
AAPL,2,Ernst & Young LLP,20111026,0,2011,24SEP2011,1,edgar/data/320193/0001193125-11-282113.txt,2011-10-26,9 MB
AAPL,4,KPMG LLP,20021015,0,2002,28SEP2002,1,edgar/data/320193/0001047469-02-007674.txt,2002-12-19,895 KB
AAPL,2,Ernst & Young LLP,20131029,0,2013,28SEP2013,1,edgar/data/320193/0001193125-13-416534.txt,2013-10-30,11 MB
AAPL,4,KPMG LLP,20041012,0,2004,25SEP2004,1,edgar/data/320193/0001047469-04-035975.txt,2004-12-03,966 KB
AAPL,4,KPMG LLP,20011016,0,2001,29SEP2001,1,edgar/data/320193/0000912057-01-544436.txt,2001-12-21,791 KB
ABX,1,PricewaterhouseCoopers LLP,20030205,0,2002,31DEC2002,1,edgar/data/756894/0000909567-03-000664.txt,2003-05-16,3 MB
ABX,1,PricewaterhouseCoopers LLP,20050315,0,2004,31DEC2004,1,edgar/data/756894/0000909567-05-000696.txt,2005-03-31,2 MB
ABX,1,PricewaterhouseCoopers LLP,20120215,0,2011,31DEC2011,1,edgar/data/756894/0001193125-12-137603.txt,2012-03-28,10 MB
ABX,1,PricewaterhouseCoopers LLP,20130213,0,2012,31DEC2012,1,edgar/data/756894/0001193125-13-131918.txt,2013-03-28,10 MB
ABX,1,PricewaterhouseCoopers LLP,20080220,0,2007,31DEC2007,1,edgar/data/756894/0001047469-08-003676.txt,2008-03-28,7 MB
ABX,1,PricewaterhouseCoopers LLP,20110216,0,2010,31DEC2010,1,edgar/data/756894/0001104659-11-017950.txt,2011-03-31,61 MB
ABX,1,PricewaterhouseCoopers LLP,20070221,0,2006,31DEC2006,1,edgar/data/756894/0000909567-07-000544.txt,2007-04-02,3 MB
ABX,1,PricewaterhouseCoopers LLP,20100217,0,2009,31DEC2009,1,edgar/data/756894/0001104659-10-017012.txt,2010-03-29,20 MB
ABX,1,PricewaterhouseCoopers LLP,20060221,0,2005,31DEC2005,1,edgar/data/756894/0000909567-06-000513.txt,2006-03-31,2 MB
ABX,1,PricewaterhouseCoopers LLP,20090219,0,2008,31DEC2008,1,edgar/data/756894/0001104659-09-021362.txt,2009-03-30,8 MB
ABX,1,PricewaterhouseCoopers LLP,20040211,0,2003,31DEC2003,1,edgar/data/756894/0000909567-04-000785.txt,2004-05-19,2 MB
ABX,1,PricewaterhouseCoopers LLP,20140212,0,2013,31DEC2013,1,edgar/data/756894/0001193125-14-123835.txt,2014-03-31,8 MB
ABX,1,PricewaterhouseCoopers LLP,20150218,0,2014,31DEC2014,1,edgar/data/756894/0001193125-15-056456.txt,2015-02-20,6 MB
ACUR,6,Grant Thornton LLP,20020415,0,2001,31DEC2001,1,edgar/data/786947/0000950123-02-003786.txt,2002-04-15,256 KB
ACUR,6,Grant Thornton LLP,20000330,0,1999,31DEC1999,1,edgar/data/786947/0000950123-00-003670.txt,2000-04-14,1 MB
ACUR,11761,BDO USA LLP,20120301,0,2011,31DEC2011,1,edgar/data/786947/0001144204-12-012928.txt,2012-03-05,2 MB
ACUR,6,Grant Thornton LLP,20010216,0,2000,31DEC2000,1,edgar/data/786947/0000950123-01-003016.txt,2001-04-02,205 KB
ACUR,6,Grant Thornton LLP,20030226,0,2002,31DEC2002,1,edgar/data/786947/0000950123-03-005637.txt,2003-05-09,345 KB
ACUR,11761,BDO USA LLP,20130304,0,2012,31DEC2012,1,edgar/data/786947/0001144204-13-012648.txt,2013-03-04,6 MB
ACUR,7,BDO Seidman LLP,20060201,1,2005,31DEC2005,1,edgar/data/786947/0001144204-06-007151.txt,2006-02-21,2 MB
ACUR,7,BDO Seidman LLP,20100302,0,2009,31DEC2009,1,edgar/data/786947/0001144204-10-010996.txt,2010-03-02,2 MB
ACUR,7,BDO Seidman LLP,20090227,0,2008,31DEC2008,1,edgar/data/786947/0001144204-09-011488.txt,2009-03-02,2 MB
ACUR,7,BDO Seidman LLP,20080305,0,2007,31DEC2007,1,edgar/data/786947/0001144204-08-013490.txt,2008-03-05,2 MB
ACUR,11761,BDO USA LLP,20150302,0,2014,31DEC2014,1,edgar/data/786947/0001144204-15-013292.txt,2015-03-02,12 MB
ACUR,11761,BDO USA LLP,20140303,0,2013,31DEC2013,1,edgar/data/786947/0001144204-14-012919.txt,2014-03-03,11 MB
ACUR,7,BDO Seidman LLP,20050209,1,2004,31DEC2004,1,edgar/data/786947/0001144204-05-006208.txt,2005-02-28,2 MB
ACUR,6,Grant Thornton LLP,20040226,1,2003,31DEC2003,1,edgar/data/786947/0000950123-04-004981.txt,2004-04-22,467 KB
ACUR,7,BDO Seidman LLP,20070313,1,2006,31DEC2006,1,edgar/data/786947/0001144204-07-012867.txt,2007-03-15,2 MB
ACUR,11761,BDO USA LLP,20110301,0,2010,31DEC2010,1,edgar/data/786947/0001144204-11-011981.txt,2011-03-01,1 MB
ADAT,11900,EisnerAmper LLP,20140929,0,2014,30JUN2014,1,edgar/data/885074/0001193125-14-357188.txt,2014-09-29,9 MB
ADAT,121,Eisner LLP,20080923,0,2008,30JUN2008,1,edgar/data/885074/0001193125-08-202136.txt,2008-09-26,1 MB
ADAT,1,PricewaterhouseCoopers LLP,20020829,0,2002,30JUN2002,1,edgar/data/885074/0000950123-02-009302.txt,2002-09-30,774 KB
ADAT,11900,EisnerAmper LLP,20130926,0,2013,30JUN2013,1,edgar/data/885074/0001193125-13-380082.txt,2013-09-26,14 MB
ADAT,1,PricewaterhouseCoopers LLP,20000825,0,2000,30JUN2000,1,edgar/data/885074/0000950123-00-008952.txt,2000-09-28,1 MB
ADAT,121,Eisner LLP,20090924,0,2009,30JUN2009,1,edgar/data/885074/0001193125-09-197277.txt,2009-09-24,1 MB
ADAT,11900,EisnerAmper LLP,20101013,0,2010,30JUN2010,1,edgar/data/885074/0001193125-10-228859.txt,2010-10-13,1 MB
ADAT,1,PricewaterhouseCoopers LLP,20030905,0,2003,30JUN2003,1,edgar/data/885074/0001125282-03-005420.txt,2003-09-29,1 MB
ADAT,11900,EisnerAmper LLP,20120928,0,2012,30JUN2012,1,edgar/data/885074/0001193125-12-409262.txt,2012-09-28,1 MB
ADAT,11900,EisnerAmper LLP,20111013,0,2011,30JUN2011,1,edgar/data/885074/0001193125-11-270639.txt,2011-10-13,1 MB
ADAT,121,Eisner LLP,20060911,0,2006,30JUN2006,1,edgar/data/885074/0001193125-06-190164.txt,2006-09-13,1 MB
ADAT,1,PricewaterhouseCoopers LLP,20040903,0,2004,30JUN2004,1,edgar/data/885074/0001125282-04-004417.txt,2004-09-13,1 MB
ADAT,121,Eisner LLP,20050902,0,2005,30JUN2005,1,edgar/data/885074/0001125282-05-004799.txt,2005-09-13,1 MB
ADAT,121,Eisner LLP,20070910,0,2007,30JUN2007,1,edgar/data/885074/0001193125-07-200758.txt,2007-09-13,1 MB
ADAT,1,PricewaterhouseCoopers LLP,20010907,0,2001,30JUN2001,1,edgar/data/885074/0000950123-01-506729.txt,2001-09-26,488 KB
ADUS,7,BDO Seidman LLP,20100326,0,2009,31DEC2009,1,edgar/data/1468328/0001193125-10-069040.txt,2010-03-29,1 MB
ADUS,11761,BDO USA LLP,20110328,0,2010,31DEC2010,1,edgar/data/1468328/0001193125-11-079724.txt,2011-03-28,1 MB
ADUS,11761,BDO USA LLP,20130328,0,2012,31DEC2012,1,edgar/data/1468328/0001193125-13-132519.txt,2013-03-28,7 MB
ADUS,7,BDO Seidman LLP,20071005,0,2006,18SEP2006,1,edgar/data/1468328/0001193125-09-181308.txt,2009-08-26,5 MB
ADUS,11761,BDO USA LLP,20140317,0,2013,31DEC2013,1,edgar/data/1468328/0001193125-14-102602.txt,2014-03-17,7 MB
ADUS,7,BDO Seidman LLP,20090430,0,2008,31DEC2008,1,edgar/data/1468328/0001193125-09-150710.txt,2009-07-17,5 MB
ADUS,11761,BDO USA LLP,20150316,0,2014,31DEC2014,1,edgar/data/1468328/0001193125-15-093678.txt,2015-03-16,8 MB
ADUS,11761,BDO USA LLP,20120315,0,2011,31DEC2011,1,edgar/data/1468328/0001193125-12-117986.txt,2012-03-16,4 MB
AET,4,KPMG LLP,20040211,0,2003,31DEC2003,1,edgar/data/1122304/0000950123-04-002526.txt,2004-02-27,2 MB
AET,4,KPMG LLP,20150227,0,2014,31DEC2014,1,edgar/data/1122304/0001122304-15-000038.txt,2015-02-27,39 MB
AET,4,KPMG LLP,20130219,0,2012,31DEC2012,1,edgar/data/1122304/0001122304-13-000037.txt,2013-02-19,32 MB
AET,4,KPMG LLP,20140228,0,2013,31DEC2013,1,edgar/data/1122304/0001122304-14-000037.txt,2014-02-28,39 MB
AET,4,KPMG LLP,20120224,0,2011,31DEC2011,1,edgar/data/1122304/0001122304-12-000045.txt,2012-02-24,31 MB
AET,4,KPMG LLP,20001201,0,1999,31DEC1999,1,edgar/data/1122304/0000950123-00-011164.txt,2000-12-01,1 MB
AET,4,KPMG LLP,20080228,0,2007,31DEC2007,1,edgar/data/1122304/0001122304-08-000034.txt,2008-02-29,4 MB
AET,4,KPMG LLP,20070226,0,2006,31DEC2006,1,edgar/data/1122304/0000950123-07-002780.txt,2007-02-27,1 MB
AET,4,KPMG LLP,20110225,0,2010,31DEC2010,1,edgar/data/1122304/0001122304-11-000032.txt,2011-02-25,32 MB
AET,4,KPMG LLP,20060301,0,2005,31DEC2005,1,edgar/data/1122304/0000950123-06-002414.txt,2006-03-01,1 MB
AET,4,KPMG LLP,20100226,0,2009,31DEC2009,1,edgar/data/1122304/0001122304-10-000024.txt,2010-02-26,12 MB
AET,4,KPMG LLP,20050301,0,2004,31DEC2004,1,edgar/data/1122304/0000950123-05-002487.txt,2005-03-01,1 MB
AET,4,KPMG LLP,20090227,0,2008,31DEC2008,1,edgar/data/1122304/0001122304-09-000036.txt,2009-02-27,1 MB
AET,4,KPMG LLP,20010129,0,2000,31DEC2000,1,edgar/data/1122304/0000950123-01-001795.txt,2001-02-26,671 KB
AET,4,KPMG LLP,20030210,0,2002,31DEC2002,1,edgar/data/1122304/0000950123-03-002268.txt,2003-02-28,2 MB
AET,4,KPMG LLP,20020220,0,2001,31DEC2001,1,edgar/data/1122304/0000950123-02-001877.txt,2002-02-25,2 MB
AIG,1,PricewaterhouseCoopers LLP,20090302,0,2008,31DEC2008,1,edgar/data/5272/0000950123-09-003734.txt,2009-03-02,7 MB
AIG,1,PricewaterhouseCoopers LLP,20070301,0,2006,31DEC2006,1,edgar/data/5272/0000950123-07-003026.txt,2007-03-01,4 MB
AIG,1,PricewaterhouseCoopers LLP,20130221,0,2012,31DEC2012,1,edgar/data/5272/0001047469-13-001390.txt,2013-02-21,79 MB
AIG,1,PricewaterhouseCoopers LLP,20110224,0,2010,31DEC2010,1,edgar/data/5272/0001047469-11-001283.txt,2011-02-24,28 MB
AIG,1,PricewaterhouseCoopers LLP,20140220,0,2013,31DEC2013,1,edgar/data/5272/0001047469-14-001096.txt,2014-02-20,79 MB
AIG,1,PricewaterhouseCoopers LLP,20120223,0,2011,31DEC2011,1,edgar/data/5272/0001047469-12-001369.txt,2012-02-23,65 MB
AIG,1,PricewaterhouseCoopers LLP,20050527,0,2004,31DEC2004,1,edgar/data/5272/0000950123-05-006884.txt,2005-05-31,5 MB
AIG,1,PricewaterhouseCoopers LLP,20060316,0,2005,31DEC2005,1,edgar/data/5272/0000950123-06-003276.txt,2006-03-16,3 MB
AIG,1,PricewaterhouseCoopers LLP,20020206,0,2001,31DEC2001,1,edgar/data/5272/0000950123-02-003222.txt,2002-04-01,763 KB
AIG,1,PricewaterhouseCoopers LLP,20030212,0,2002,31DEC2002,1,edgar/data/5272/0000950123-03-003570.txt,2003-03-31,1 MB
AIG,1,PricewaterhouseCoopers LLP,20100226,0,2009,31DEC2009,1,edgar/data/5272/0001047469-10-001465.txt,2010-02-26,20 MB
AIG,1,PricewaterhouseCoopers LLP,20010207,0,2000,31DEC2000,1,edgar/data/5272/0000950123-01-002952.txt,2001-04-02,901 KB
AIG,1,PricewaterhouseCoopers LLP,20150220,0,2014,31DEC2014,1,edgar/data/5272/0000005272-15-000002.txt,2015-02-20,81 MB
AIG,1,PricewaterhouseCoopers LLP,20000209,0,1999,31DEC1999,1,edgar/data/5272/0000950123-00-002999.txt,2000-03-30,1 MB
AIG,1,PricewaterhouseCoopers LLP,20080228,0,2007,31DEC2007,1,edgar/data/5272/0000950123-08-002280.txt,2008-02-28,4 MB
AIG,1,PricewaterhouseCoopers LLP,20040211,0,2003,31DEC2003,1,edgar/data/5272/0000950123-04-003302.txt,2004-03-15,3 MB
ALLT,2,Ernst & Young LLP,20140326,0,2013,31DEC2013,1,edgar/data/1365767/0001178913-14-001088.txt,2014-03-27,12 MB
ALLT,2,Ernst & Young LLP,20110331,0,2010,31DEC2010,1,edgar/data/1365767/0001178913-11-001695.txt,2011-06-09,2 MB
ALLT,2,Ernst & Young LLP,20130321,0,2012,31DEC2012,1,edgar/data/1365767/0001178913-13-000839.txt,2013-03-21,12 MB
ALLT,2,Ernst & Young LLP,20090507,0,2008,31DEC2008,1,edgar/data/1365767/0001178913-09-001036.txt,2009-05-07,1 MB
ALLT,2,Ernst & Young LLP,20100408,0,2009,31DEC2009,1,edgar/data/1365767/0001178913-10-000980.txt,2010-04-08,2 MB
ALLT,2,Ernst & Young LLP,20150326,0,2014,31DEC2014,1,edgar/data/1365767/0001178913-15-001061.txt,2015-03-26,18 MB
ALLT,2,Ernst & Young LLP,20080626,0,2007,31DEC2007,1,edgar/data/1365767/0001178913-08-001653.txt,2008-06-27,2 MB
ALLT,2,Ernst & Young LLP,20061030,0,2005,31DEC2005,1,edgar/data/1365767/0000950123-06-013225.txt,2006-10-31,4 MB
ALLT,2,Ernst & Young LLP,20070628,0,2006,31DEC2006,1,edgar/data/1365767/0001178913-07-001283.txt,2007-06-28,1 MB
ALLT,2,Ernst & Young LLP,20120417,0,2011,31DEC2011,1,edgar/data/1365767/0001178913-12-001112.txt,2012-04-17,6 MB
AMCC,4,KPMG LLP,20120516,0,2012,31MAR2012,1,edgar/data/711065/0001193125-12-237264.txt,2012-05-17,7 MB
AMCC,4,KPMG LLP,20110509,0,2011,31MAR2011,1,edgar/data/711065/0001193125-11-132921.txt,2011-05-10,2 MB
AMCC,2,Ernst & Young LLP,20050601,0,2005,31MAR2005,1,edgar/data/711065/0001193125-05-121016.txt,2005-06-07,1 MB
AMCC,4,KPMG LLP,20100511,0,2010,31MAR2010,1,edgar/data/711065/0001193125-10-116581.txt,2010-05-12,1 MB
AMCC,2,Ernst & Young LLP,20090508,0,2009,31MAR2009,1,edgar/data/711065/0000891618-09-000177.txt,2009-05-12,2 MB
AMCC,2,Ernst & Young LLP,20070525,0,2007,31MAR2007,1,edgar/data/711065/0001193125-07-125871.txt,2007-05-30,1 MB
AMCC,4,KPMG LLP,20140530,0,2014,31MAR2014,1,edgar/data/711065/0001445305-14-002375.txt,2014-05-30,16 MB
AMCC,2,Ernst & Young LLP,20030418,0,2003,31MAR2003,1,edgar/data/711065/0000898430-03-003214.txt,2003-06-05,1 MB
AMCC,2,Ernst & Young LLP,20061220,0,2006,31MAR2006,1,edgar/data/711065/0001193125-07-004078.txt,2007-01-10,2 MB
AMCC,2,Ernst & Young LLP,20040416,0,2004,31MAR2004,1,edgar/data/711065/0001193125-04-101745.txt,2004-06-10,1 MB
AMCC,4,KPMG LLP,20130610,0,2013,31MAR2013,1,edgar/data/711065/0001445305-13-001456.txt,2013-06-11,16 MB
AMCC,2,Ernst & Young LLP,20010420,0,2001,31MAR2001,1,edgar/data/711065/0000898430-01-500756.txt,2001-05-23,504 KB
AMCC,2,Ernst & Young LLP,20080521,0,2008,31MAR2008,1,edgar/data/711065/0000950134-08-010310.txt,2008-05-28,1 MB
AMCC,2,Ernst & Young LLP,20020422,0,2002,31MAR2002,1,edgar/data/711065/0001017062-02-001140.txt,2002-06-05,1 MB
AMCC,2,Ernst & Young LLP,20000419,0,2000,31MAR2000,1,edgar/data/711065/0001072993-00-000504.txt,2000-06-28,1 MB
AMED,5,Arthur Andersen LLP,20020228,0,2001,31DEC2001,0,edgar/data/896262/0000950134-02-002418.txt,2002-03-21,255 KB
AMED,4,KPMG LLP,20100223,0,2009,31DEC2009,1,edgar/data/896262/0001193125-10-037640.txt,2010-02-23,4 MB
AMED,5,Arthur Andersen LLP,20000315,1,1999,31DEC1999,0,edgar/data/896262/0000950134-00-002861.txt,2000-03-30,1 MB
AMED,5,Arthur Andersen LLP,20010223,0,2000,31DEC2000,0,edgar/data/896262/0000950134-01-002251.txt,2001-03-19,354 KB
AMED,4,KPMG LLP,20070219,0,2006,31DEC2006,1,edgar/data/896262/0001193125-07-035162.txt,2007-02-20,1 MB
AMED,4,KPMG LLP,20050316,0,2004,31DEC2004,1,edgar/data/896262/0001193125-05-053157.txt,2005-03-17,1 MB
AMED,4,KPMG LLP,20080227,0,2007,31DEC2007,1,edgar/data/896262/0001193125-08-040101.txt,2008-02-27,1 MB
AMED,4,KPMG LLP,20120228,0,2011,31DEC2011,1,edgar/data/896262/0001193125-12-085131.txt,2012-02-28,12 MB
AMED,4,KPMG LLP,20040308,0,2003,31DEC2003,1,edgar/data/896262/0001193125-04-051054.txt,2004-03-29,984 KB
AMED,4,KPMG LLP,20150304,0,2014,31DEC2014,1,edgar/data/896262/0001193125-15-076564.txt,2015-03-04,14 MB
AMED,4,KPMG LLP,20030310,0,2002,31DEC2002,1,edgar/data/896262/0000899243-03-000712.txt,2003-03-28,1 MB
AMED,4,KPMG LLP,20060314,0,2005,31DEC2005,1,edgar/data/896262/0001193125-06-056356.txt,2006-03-16,1 MB
AMED,4,KPMG LLP,20130312,0,2012,31DEC2012,1,edgar/data/896262/0001193125-13-103324.txt,2013-03-12,12 MB
AMED,4,KPMG LLP,20090217,0,2008,31DEC2008,1,edgar/data/896262/0001193125-09-031143.txt,2009-02-17,1 MB
AMED,4,KPMG LLP,20110222,0,2010,31DEC2010,1,edgar/data/896262/0001193125-11-042171.txt,2011-02-22,5 MB
AMED,4,KPMG LLP,20140312,0,2013,31DEC2013,1,edgar/data/896262/0001193125-14-095238.txt,2014-03-12,13 MB
AMKR,1,PricewaterhouseCoopers LLP,20120223,0,2011,31DEC2011,1,edgar/data/1047127/0001445305-12-000428.txt,2012-02-24,19 MB
AMKR,1,PricewaterhouseCoopers LLP,20150219,0,2014,31DEC2014,1,edgar/data/1047127/0001047127-15-000010.txt,2015-02-19,17 MB
AMKR,1,PricewaterhouseCoopers LLP,20110224,0,2010,31DEC2010,1,edgar/data/1047127/0000950123-11-017901.txt,2011-02-24,6 MB
AMKR,1,PricewaterhouseCoopers LLP,20140228,0,2013,31DEC2013,1,edgar/data/1047127/0001047127-14-000006.txt,2014-02-28,18 MB
AMKR,1,PricewaterhouseCoopers LLP,20130308,0,2012,31DEC2012,1,edgar/data/1047127/0001047127-13-000007.txt,2013-03-08,18 MB
AMKR,1,PricewaterhouseCoopers LLP,20080225,0,2007,31DEC2007,1,edgar/data/1047127/0000950153-08-000393.txt,2008-02-25,1 MB
AMKR,1,PricewaterhouseCoopers LLP,20070226,0,2006,31DEC2006,1,edgar/data/1047127/0000950153-07-000403.txt,2007-02-26,1 MB
AMKR,1,PricewaterhouseCoopers LLP,20090224,0,2008,31DEC2008,1,edgar/data/1047127/0000950153-09-000153.txt,2009-02-24,1 MB
AMKR,1,PricewaterhouseCoopers LLP,20020125,0,2001,31DEC2001,1,edgar/data/1047127/0000893220-02-000409.txt,2002-04-01,447 KB
AMKR,1,PricewaterhouseCoopers LLP,20010202,0,2000,31DEC2000,1,edgar/data/1047127/0000893220-01-000419.txt,2001-04-02,308 KB
AMKR,1,PricewaterhouseCoopers LLP,20050329,0,2004,31DEC2004,1,edgar/data/1047127/0000893220-05-000695.txt,2005-03-29,1 MB
AMKR,5,Arthur Andersen LLP,20000203,0,1999,31DEC1999,0,edgar/data/1047127/0000893220-00-000375.txt,2000-03-30,1 MB
AMKR,1,PricewaterhouseCoopers LLP,20060315,0,2005,31DEC2005,1,edgar/data/1047127/0000950153-06-000688.txt,2006-03-16,2 MB
AMKR,1,PricewaterhouseCoopers LLP,20030129,0,2002,31DEC2002,1,edgar/data/1047127/0000893220-03-000476.txt,2003-03-27,551 KB
AMKR,1,PricewaterhouseCoopers LLP,20040128,0,2003,31DEC2003,1,edgar/data/1047127/0000893220-04-000331.txt,2004-03-04,592 KB
AMKR,1,PricewaterhouseCoopers LLP,20100224,0,2009,31DEC2009,1,edgar/data/1047127/0000950123-10-016426.txt,2010-02-24,1 MB
AMSC,1,PricewaterhouseCoopers LLP,20050614,0,2005,31MAR2005,1,edgar/data/880807/0001193125-05-125214.txt,2005-06-14,1 MB
AMSC,1,PricewaterhouseCoopers LLP,20030627,0,2003,31MAR2003,1,edgar/data/880807/0001193125-03-015234.txt,2003-06-30,1 MB
AMSC,1,PricewaterhouseCoopers LLP,20120606,0,2012,31MAR2012,1,edgar/data/880807/0001193125-12-261967.txt,2012-06-06,9 MB
AMSC,1,PricewaterhouseCoopers LLP,20130614,1,2013,31MAR2013,1,edgar/data/880807/0001193125-13-258762.txt,2013-06-14,15 MB
AMSC,1,PricewaterhouseCoopers LLP,20110922,0,2011,31MAR2011,1,edgar/data/880807/0000950123-11-086249.txt,2011-09-23,6 MB
AMSC,1,PricewaterhouseCoopers LLP,20090528,0,2009,31MAR2009,1,edgar/data/880807/0001193125-09-120423.txt,2009-05-28,1 MB
AMSC,1,PricewaterhouseCoopers LLP,20100527,0,2010,31MAR2010,1,edgar/data/880807/0000950123-10-053769.txt,2010-05-27,1 MB
AMSC,16168,McGladrey LLP,20140605,0,2014,31MAR2014,1,edgar/data/880807/0001564590-14-002420.txt,2014-06-05,27 MB
AMSC,1,PricewaterhouseCoopers LLP,20040505,0,2004,31MAR2004,1,edgar/data/880807/0001193125-04-102434.txt,2004-06-14,1 MB
AMSC,1,PricewaterhouseCoopers LLP,20070614,0,2007,31MAR2007,1,edgar/data/880807/0001193125-07-135819.txt,2007-06-14,1 MB
AMSC,1,PricewaterhouseCoopers LLP,20080529,0,2008,31MAR2008,1,edgar/data/880807/0001193125-08-124825.txt,2008-05-29,2 MB
AMSC,1,PricewaterhouseCoopers LLP,20020510,0,2002,31MAR2002,1,edgar/data/880807/0000927016-02-003387.txt,2002-06-25,1 MB
AMSC,1,PricewaterhouseCoopers LLP,20000515,0,2000,31MAR2000,1,edgar/data/880807/0000927016-00-002314.txt,2000-06-27,1 MB
AMSC,1,PricewaterhouseCoopers LLP,20060614,0,2006,31MAR2006,1,edgar/data/880807/0001193125-06-129798.txt,2006-06-14,1 MB
AMSC,1,PricewaterhouseCoopers LLP,20010511,0,2001,31MAR2001,1,edgar/data/880807/0000927016-01-501691.txt,2001-06-27,254 KB
AMZN,2,Ernst & Young LLP,20150129,0,2014,31DEC2014,1,edgar/data/1018724/0001018724-15-000006.txt,2015-01-30,15 MB
AMZN,2,Ernst & Young LLP,20140130,0,2013,31DEC2013,1,edgar/data/1018724/0001018724-14-000006.txt,2014-01-31,14 MB
AMZN,2,Ernst & Young LLP,20130129,0,2012,31DEC2012,1,edgar/data/1018724/0001193125-13-028520.txt,2013-01-30,11 MB
AMZN,2,Ernst & Young LLP,20080208,0,2007,31DEC2007,1,edgar/data/1018724/0001193125-08-024707.txt,2008-02-11,1 MB
AMZN,2,Ernst & Young LLP,20120131,0,2011,31DEC2011,1,edgar/data/1018724/0001193125-12-032846.txt,2012-02-01,10 MB
AMZN,2,Ernst & Young LLP,20110127,0,2010,31DEC2010,1,edgar/data/1018724/0001193125-11-016253.txt,2011-01-28,10 MB
AMZN,2,Ernst & Young LLP,20100128,0,2009,31DEC2009,1,edgar/data/1018724/0001193125-10-016098.txt,2010-01-29,3 MB
AMZN,2,Ernst & Young LLP,20050224,0,2004,31DEC2004,1,edgar/data/1018724/0001193125-05-047032.txt,2005-03-11,1 MB
AMZN,2,Ernst & Young LLP,20060216,0,2005,31DEC2005,1,edgar/data/1018724/0001193125-06-034166.txt,2006-02-17,1 MB
AMZN,2,Ernst & Young LLP,20040123,0,2003,31DEC2003,1,edgar/data/1018724/0001193125-04-029488.txt,2004-02-25,1 MB
AMZN,2,Ernst & Young LLP,20070215,0,2006,31DEC2006,1,edgar/data/1018724/0001193125-07-034081.txt,2007-02-16,1 MB
AMZN,2,Ernst & Young LLP,20030117,0,2002,31DEC2002,1,edgar/data/1018724/0000950149-03-000355.txt,2003-02-19,1 MB
AMZN,2,Ernst & Young LLP,20090129,0,2008,31DEC2008,1,edgar/data/1018724/0001193125-09-014406.txt,2009-01-30,1 MB
AMZN,2,Ernst & Young LLP,20020118,0,2001,31DEC2001,1,edgar/data/1018724/0001032210-02-000059.txt,2002-01-24,2 MB
AMZN,2,Ernst & Young LLP,20000202,0,1999,31DEC1999,1,edgar/data/1018724/0000891020-00-000622.txt,2000-03-29,1 MB
AMZN,2,Ernst & Young LLP,20010319,0,2000,31DEC2000,1,edgar/data/1018724/0001032210-01-500087.txt,2001-03-23,305 KB
ANF,1,PricewaterhouseCoopers LLP,20140331,0,2014,01FEB2014,1,edgar/data/1018840/0001018840-14-000033.txt,2014-03-31,14 MB
ANF,1,PricewaterhouseCoopers LLP,20070330,0,2007,03FEB2007,1,edgar/data/1018840/0000950152-07-002885.txt,2007-03-30,820 KB
ANF,1,PricewaterhouseCoopers LLP,20120327,0,2012,28JAN2012,1,edgar/data/1018840/0001193125-12-134456.txt,2012-03-27,12 MB
ANF,1,PricewaterhouseCoopers LLP,20090327,0,2009,31JAN2009,1,edgar/data/1018840/0000950152-09-003195.txt,2009-03-27,1 MB
ANF,1,PricewaterhouseCoopers LLP,20110329,0,2011,29JAN2011,1,edgar/data/1018840/0000950123-11-030172.txt,2011-03-29,5 MB
ANF,1,PricewaterhouseCoopers LLP,20130402,0,2013,02FEB2013,1,edgar/data/1018840/0001018840-13-000012.txt,2013-04-02,15 MB
ANF,1,PricewaterhouseCoopers LLP,20150330,0,2015,31JAN2015,1,edgar/data/1018840/0001018840-15-000020.txt,2015-03-30,16 MB
ANF,1,PricewaterhouseCoopers LLP,20080328,0,2008,02FEB2008,1,edgar/data/1018840/0000950152-08-002415.txt,2008-03-28,1 MB
