Model,ticker,evtdate,DATE,evttime,ret,abret
Fama-French Plus Momentum,CDNS,15JUN2011,21JUN2011,4,0.022000026,-0.013796309
Fama-French Plus Momentum,CDNS,15JUN2011,22JUN2011,5,0.0097846799,0.0169997949
Fama-French Plus Momentum,CDNS,15JUN2011,23JUN2011,6,0.0029070433,-0.011182306
Fama-French Plus Momentum,CDNS,15JUN2011,24JUN2011,7,-0.014492808,0.0142684877
Fama-French Plus Momentum,CDNS,15JUN2011,27JUN2011,8,0.0039215651,-0.012850615
Fama-French Plus Momentum,CBM,20DEC2007,11DEC2007,-7,-0.015402745,0.0185677969
Fama-French Plus Momentum,CBM,20DEC2007,12DEC2007,-6,0.0324909128,0.0412414984
Fama-French Plus Momentum,CBM,20DEC2007,13DEC2007,-5,-0.008158472,0.0089682216
Fama-French Plus Momentum,CBM,20DEC2007,14DEC2007,-4,-0.001175115,0.0303716726
Fama-French Plus Momentum,CBM,20DEC2007,17DEC2007,-3,-0.016470628,-0.000599815
Fama-French Plus Momentum,CBM,20DEC2007,18DEC2007,-2,-0.009569369,-0.021605103
Fama-French Plus Momentum,CBM,20DEC2007,19DEC2007,-1,-0.018115897,-0.003806161
Fama-French Plus Momentum,CBM,20DEC2007,20DEC2007,0,0.0565805696,0.0573344165
Fama-French Plus Momentum,CBM,20DEC2007,21DEC2007,1,0.051222302,0.0414349337
Fama-French Plus Momentum,CBM,20DEC2007,24DEC2007,2,-0.022148374,-0.025787177
Fama-French Plus Momentum,CBM,20DEC2007,26DEC2007,3,-0.013590021,-0.005772543
Fama-French Plus Momentum,CBM,20DEC2007,27DEC2007,4,-0.034443192,-0.000921769
Fama-French Plus Momentum,CBM,20DEC2007,28DEC2007,5,-0.005945326,0.0097380433
Fama-French Plus Momentum,CBM,20DEC2007,31DEC2007,6,0.0023923994,0.0079229031
Fama-French Plus Momentum,CBM,20DEC2007,02JAN2008,7,0.0441527292,0.0683043973
Fama-French Plus Momentum,CBM,20DEC2007,03JAN2008,8,-0.106285691,-0.072832046
Fama-French Plus Momentum,WM,04NOV2011,26OCT2011,-7,0.0236127283,0.0048044769
Fama-French Plus Momentum,WM,04NOV2011,27OCT2011,-6,-0.017589407,-0.050129544
Fama-French Plus Momentum,WM,04NOV2011,28OCT2011,-5,-0.010272923,-0.006160074
Fama-French Plus Momentum,WM,04NOV2011,31OCT2011,-4,-0.023428259,-0.001422622
Fama-French Plus Momentum,WM,04NOV2011,01NOV2011,-3,-0.047373198,-0.019584396
Fama-French Plus Momentum,WM,04NOV2011,02NOV2011,-2,-0.000318783,-0.023875012
Fama-French Plus Momentum,WM,04NOV2011,03NOV2011,-1,0.014668338,-0.000790069
Fama-French Plus Momentum,WM,04NOV2011,04NOV2011,0,-0.010056559,-0.002528469
Fama-French Plus Momentum,WM,04NOV2011,07NOV2011,1,0.0047618928,-0.002969919
Fama-French Plus Momentum,WM,04NOV2011,08NOV2011,2,0.000631926,-0.012905636
Fama-French Plus Momentum,WM,04NOV2011,09NOV2011,3,-0.021471433,0.0091045568
Fama-French Plus Momentum,WM,04NOV2011,10NOV2011,4,0.0054856432,-0.007885106
Fama-French Plus Momentum,WM,04NOV2011,11NOV2011,5,0.0218228605,0.0075359841
Fama-French Plus Momentum,WM,04NOV2011,14NOV2011,6,-0.021356793,-0.008446132
Fama-French Plus Momentum,WM,04NOV2011,15NOV2011,7,0.0006418632,-0.003935605
Fama-French Plus Momentum,WM,04NOV2011,16NOV2011,8,-0.001282903,0.011213358
Fama-French Plus Momentum,WM,05JUN2012,24MAY2012,-7,-0.001809996,-0.005463464
Fama-French Plus Momentum,WM,05JUN2012,25MAY2012,-6,-0.003928712,0.0026511105
Fama-French Plus Momentum,WM,05JUN2012,29MAY2012,-5,-0.000303347,-0.00331015
Fama-French Plus Momentum,WM,05JUN2012,30MAY2012,-4,-0.009711675,-0.001191099
Fama-French Plus Momentum,WM,05JUN2012,31MAY2012,-3,-0.005822937,-0.005520605
Fama-French Plus Momentum,WM,05JUN2012,01JUN2012,-2,-0.008631282,0.0063673497
Fama-French Plus Momentum,WM,05JUN2012,04JUN2012,-1,-0.000310893,0.0037816622
Fama-French Plus Momentum,WM,05JUN2012,05JUN2012,0,0.0015551861,0.0031577862
Fama-French Plus Momentum,WM,05JUN2012,06JUN2012,1,0.0141303865,0.0005956043
Fama-French Plus Momentum,WM,05JUN2012,07JUN2012,2,0.0030960462,0.0001124355
Fama-French Plus Momentum,WM,05JUN2012,08JUN2012,3,0.0024690744,-0.001879856
Fama-French Plus Momentum,WM,05JUN2012,11JUN2012,4,-0.008004875,-0.005346728
Fama-French Plus Momentum,WM,05JUN2012,12JUN2012,5,0.0052761687,0.0002113975
